...1;FuD.Key;Nr.;Verfasser;GND..Verfasser.;VIAF..Verfasser.;EmpfÌ_nger;GND..EmpfÌ_nger.;VIAF..EmpfÌ_nger.;Datierung..JJJJ.MM.TT.;Ausstellungsort;Geonames..Ausstellungsort.;Empfangsort;Geonames..Empfangsort.;Vorlage;VollstÌ_ndigkeit.des.Archivals;ErlÌ_uterung.UnvollstÌ_ndigkeit;Umfang.in.Seiten;Anfang.des.Briefes;Inhaltliche.Stichpunkte;Weitere.Personen;GND..Weitere.Personen.;VIAF..Weitere.Personen.;Orte;Geonames..Orte.;SchlagwÌ¦rter;Weitere_Pers1_genre;Weitere_Pers2_genre;Verfasser1_gender;Verfasser2_gender
9375;CdS-b1-0880;CdS/17/306-308;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;ThÌ©is, Alexandre Ìätienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;1840-02-01;Aachen;https://www.geonames.org/3247449;NA;NA;Abschrift;vollstÌ_ndig;NA;4;"J‰Ûªai reÌ¤u ta derniÌ¬re lettre, cher frÌ¬re, deux jours aprÌ¬s t‰Ûªavoir Ì©crit;";Freude Ì_ber Erhalt eines Briefes von T. VorÌ_bergehende RÌ_ckkehr des Sohnes Charles nach Frankreich. GefÌ_hl der Verbundenheit mit dem Herkunftsland. Bitte um Briefe von Charles. Besuch JosÌ©phine und Charles in Paris. Gesundheitliche Beschwerden. SRDs Reise nach Berlin. CdS‰Ûª bevorstehende Abreise nach Paris. Hoffnung auf Treffen mit T. in Paris. MissverstÌ_ndnis: Drais‰Ûª Annahme, T. sei bereits in Paris gewesen, ohne sich bei ihm zu melden. Reges gesellschaftliches Leben in Aachen. Interkonfessionelle Probleme im Rheinland, gegenseitige Intoleranz. PS: SchÌ_den an einigen GebÌ_uden in Dyck infolge eines schweren Sturms.;"ThÌ©is, Charles Constant de; Drais, Pierre (Vertrauensmann der CdS); Saint-Mars, gÌ©nÌ©ral vicomte de (Bruder der SchwÌ_gerin der CdS); ThÌ©is, JosÌ©phine de, verh. Saint-Cricq, gen. Finette";"http://d-nb.info/gnd/117624365; http://d-nb.info/gnd/1188442287; n/a; n/a";"http://viaf.org/viaf/794527; http://viaf.org/viaf/24156073846353862446; n/a; n/a";"Berlin; England";"https://www.geonames.org/2950159; https://www.geonames.org/6269131";"Religion/Kirche; Reise/MobilitÌ_t";male;male;Female;NA
9376;CdS-b1-0887;CdS/17/324-325;ThÌ©is, Alexandre Ìätienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1840-09-20;Aventure / L'Aventure (Schloss), Gde. Chauny;https://www.geonames.org/3025860;NA;NA;Abschrift;vollstÌ_ndig;NA;3;ChÌ¬re sÒur, il y a bien longtems que je ne t'ai Ì©crit, la faute;"Nachlassendes Augenlicht; deshalb hat er lange nicht geschrieben. Keine LektÌ_re und kein Schreiben mehr, worunter er leidet. Ernennung von Charles ins Konsulat von Warschau. Nachteile von Leipzig und Vorteile von Warschau. GrÌ¦ÌÙere Entfernung, abgekÌ_rzt durch die neue Eisenbahn. Schrecklicher Prozess um Lafarge, der sie sehr beschÌ_ftigt. Rechnet mit einer Katastrophe in der Sache. Starkes Unwetter [?]. Stationierung von Soldaten in Chauny. HintergrÌ_nde? StÌ_rke Frankreichs. Bitte um Neuigkeiten. GrÌ_ÌÙe.";"ThÌ©is, Charles Constant de; Lafarge, Marie FortunÌ©e";"http://d-nb.info/gnd/117624365; http://d-nb.info/gnd/117573566";"http://viaf.org/viaf/794527; http://viaf.org/viaf/9856058";"Chauny; Warschau";"https://www.geonames.org/3025860; https://www.geonames.org/756135";"Frankreich - Politik; Technik/Fortschritt";male;female;Male;NA
9377;CdS-b1-088e;CdS/17/337-339;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;ThÌ©is, Alexandre Ìätienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;1841-03-02;Paris;https://www.geonames.org/2988507;NA;NA;Abschrift;vollstÌ_ndig;NA;4;Enfin, cher frÌ¬re, je commence ÌÊ me porter un peu moins mal;Langsame Besserung ihres Gesundheitszustandes. Niedergeschlagenheit. CdS in Begleitung des FÌ©lix, der rege am gesellschaftlichen Leben teilnimmt. Erwartung der Ankunft SRDs in Paris. CdS hat eine Nadel verschluckt. Besserung ihrer Beschwerden seit Ausscheiden der Nadel. [Handschriftliche Fortsetzung durch CdS 1841-02-18:] Dank fÌ_r seinen Brief. VerÌ_rgerung Ì_ber eine Bemerkung des T. Versicherung ihrer tiefen und aufrichtigen Zuneigung. AnkÌ_ndigung, den Rest des Briefs zu diktieren. [AngekÌ_ndigte Fortsetzung fehlt.];"Salm-Reifferscheidt-Dyck, Joseph FÌ_rst und Altgraf zu (SRD); Francq, FÌ©lix, baron de; ThÌ©is, Charles Constant de";"http://d-nb.info/gnd/1159074453; n/a; http://d-nb.info/gnd/117624365";"http://viaf.org/viaf/1847152636116120051820; n/a; http://viaf.org/viaf/794527";NA;NA;Gesundheit/Krankheit;male;NA;Female;NA
9378;CdS-b1-087o;CdS/17/281-282;"Drais, Pierre (Vertrauensmann der CdS); Salm, Constance de (CdS)";"http://d-nb.info/gnd/1188442287; http://d-nb.info/gnd/116765968";"http://viaf.org/viaf/24156073846353862446; https://viaf.org/viaf/121051";ThÌ©is, Alexandre Ìätienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;1839-04-05;Paris;https://www.geonames.org/2988507;NA;NA;Abschrift;vollstÌ_ndig;NA;2;Monsieur le baron, je m‰Ûªempresse, comme vous en avez tÌ©moignÌ© le dÌ©sir;Beiliegend eine Abschrift des Artikels Ì_ber T. und CdS. Vermutung, es handle sich bei dem Autoren um einen Monsieur Girodet. Besserung des Gesundheitszustands der CdS. Diktat der CdS: Hinweis SRDs auf Bezugnahme auf Ts Schriften in ‰Û_Flore de Virgile‰ÛÏ. Botanisches Interesse, das T. und SRD verbindet. Humorvolle Bemerkung zur Botanik.;Salm-Reifferscheidt-Dyck, Joseph FÌ_rst und Altgraf zu (SRD);http://d-nb.info/gnd/1159074453;http://viaf.org/viaf/1847152636116120051820;NA;NA;"Briefpartner/Werk; Botanik/Gartenkunst; Constance de Salm - Rezeption";male;NA;Male;Female
9379;CdS-b1-087v;CdS/17/292-293;ThÌ©is, Alexandre Ìätienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm-Reifferscheidt-Dyck, Joseph FÌ_rst und Altgraf zu (SRD);http://d-nb.info/gnd/1159074453;http://viaf.org/viaf/1847152636116120051820;NA;NA;NA;NA;NA;Abschrift;vollstÌ_ndig;NA;2;Cher Prince, j'attendais avec une vive impatience des nouvelles de ma sÒur;Verbesserter Gesundheitszustand der CdS. Krankheitsverlauf und Behandlung. Gesundheitszustand Ts. Beistand SRDs.;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;NA;NA;NA;female;NA;Male;NA
9380;CdS-b1-087h;CdS/27/119-121;Mentelle, Edme;http://d-nb.info/gnd/100208878;http://viaf.org/viaf/76326269;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1812-09-02;NA;NA;NA;NA;Abschrift;vollstÌ_ndig;NA;4;Madame la comtesse, Ì»tes-vous encore en voyage?;Bitte um Neuigkeiten von CdS. Bei einem Ausflug zufÌ_llige Bekanntschaft mit verschiedenen Leuten. Wiedersehen. Zu diesem Anlass verfasste Verse des M.;Francq, Agathe ClÌ©mence, baronne de, geb. Pipelet, gen. Minette;NA;NA;NA;NA;NA;NA;NA;Male;NA
9386;CdS-b1-088x;CdS/17/358;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;Depping, Georges-Bernard;http://d-nb.info/gnd/116073934;http://viaf.org/viaf/46759873;NA;NA;NA;NA;NA;Abschrift;vollstÌ_ndig;NA;2;Vous serez bien Ì©tonnÌ©, Monsieur, de recevoir si tard la lettre que je joins ÌÊ celle-ci;Beiliegender Brief an D. ist versehentlich liegen geblieben. Dank fÌ_r zwischenzeitlich erhaltenen Brief. AnkÌ_ndigung der Abreise nach Paris. Vorfreude auf Treffen mit Ehepaar D. in der Rue Richer.;Drais, Pierre (Vertrauensmann der CdS);http://d-nb.info/gnd/1188442287;http://viaf.org/viaf/24156073846353862446;NA;NA;NA;male;NA;Female;NA
9387;CdS-b1-088q;CdS/17/348-349;ThÌ©is, Alexandre Ìätienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1841-07-09;Aventure / L'Aventure (Schloss), Gde. Chauny;https://www.geonames.org/3025860;NA;NA;Abschrift;vollstÌ_ndig;NA;3;"ChÌ¬re sÒur, il y a dÌ©jÌÊ longtems que je veux t'Ì©crire; j'ai diffÌ©rÌ© de jour en jour";"GrÌ_nde fÌ_r verzÌ¦gertes Schreiben. Seine ErkÌ_ltung, Sturz seiner Frau, deren langsame Besserung. Seine SchwÌ_che und Mutlosigkeit. Sieht die Ursache seines Zustands in seinem Alter begrÌ_ndet. Vergleich zu anderen, wenigen noch lebenden Personen seines Alters. Tod der Tochter von Carlier letztes Jahr; dessen HÌ_rte mit seiner Tochter. Schnelligkeit der Zeit und sich FremdfÌ_hlen darin. Kleidung der Frauen und MÌ_nner bei Marisel[?]. Sein Vorhaben, CdS in Paris zu besuchen. Wiederholte ÌÏberschwemmungen. Allgemeines Leiden unter dem Wetter.";"HÌ©bert [de Bichecourt], Monsieur; Carlier, Monsieur; Pipelet de Montizeaux, Emilie Marie (SchwÌ_gerin von Jean-Baptiste Pipelet)";"n/a; n/a; n/a";"n/a; n/a; n/a";NA;NA;Alter/Jugend;NA;NA;Male;NA
9388;CdS-b1-0892;CdS/17/361;ThÌ©is, Alexandre Ìätienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;NA;NA;NA;NA;NA;Abschrift;vollstÌ_ndig;NA;1;ChÌ¬re sÒur, j'aurais Ì©tÌ© te voir ces jours-ci, si la recrudescence du froid;Erneute ErkÌ_ltung hat Besuch bei CdS verhindert. Neuigkeiten von Charles und GrÌ_nde fÌ_r dessen lange Schweigsamkeit. Morgiger Besuch bei CdS.;ThÌ©is, Charles Constant de;http://d-nb.info/gnd/117624365;http://viaf.org/viaf/794527;NA;NA;NA;male;NA;Male;NA
9389;CdS-b1-0899;CdS/17/367;ThÌ©is, Alexandre Ìätienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;NA;NA;NA;NA;NA;Abschrift;vollstÌ_ndig;NA;1;ChÌ¬re sÒur, je comptais t'aller voir aujourd'hui, le mauvais temps m'en empÌ»che;Besuch bei CdS durch schlechtes Wetter verhindert. Morgiger Besuch bei M. de Nieslay [?]. Vorhaben, sie am darauffolgenden Tag zu besuchen.;"ThÌ©is, JosÌ©phine de, verh. Saint-Cricq, gen. Finette; Nieslay/ Niellay (?), Monsieur de";"n/a; n/a";"n/a; n/a";NA;NA;NA;NA;NA;Male;NA
9393;CdS-b1-08bk;CdS/31/121-122;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;Pailliet, Jean Baptiste Joseph (Anwalt der CdS in OrlÌ©ans, um 1829);http://d-nb.info/gnd/121286169;http://viaf.org/viaf/17555308;1829-01-21;Aachen;https://www.geonames.org/3247449;NA;NA;Abschrift;vollstÌ_ndig;NA;4;Monsieur Masselin m‰Ûªapprend, Monsieur, que vous Ì»tes Ì©tonnÌ© de ne pas recevoir de mes nouvelles;Unsicherheit angesichts des weiteren Vorgehens. MÌ_digkeit nach vier Jahren Rechtsstreitigkeiten. Weiteres Vorgehen. Bitte an P., keine unnÌ¦tigen Kosten zu verursachen. Finanzielle Situation der Enkel. Bitte um rasche Antwort. PS: Diktat dieses Briefs an Constant, der 15jÌ_hrig das Internat verlassen hat und nun bei CdS lebt.;"Francq, Constant de; Masselin, Monsieur (homme d'affaires der CdS ab circa 1819 bis mindestens 1829); Garot/Garrot, Monsieur (Notar in Coucy)";"n/a; n/a; n/a";"n/a; n/a; n/a";NA;NA;Prozess/Gericht;male;NA;Female;NA
9404;CdS-b1-08ce;CdS/29/055-057;LanglÌ¬s, Louis-Mathieu;http://d-nb.info/gnd/116725087;http://viaf.org/viaf/32118316;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1817-09-17;Paris;https://www.geonames.org/2988507;NA;NA;Abschrift;vollstÌ_ndig;NA;5;Quoique l'ami Drais ait eu la complaisance;"Bedauern, wegen seiner vielen BeschÌ_ftigungen keine Zeit fÌ_r CdS gehabt zu haben. Berichtet von einer Indiskretion des SekretÌ_rs der AcadÌ©mie, von seinem Besuch bei Duval, von bevorstehenden Wahlen, an denen u.a. Benjamin Constant teilnimmt. ErzÌ_hlt von einem Abenteuerspiel namens ‰Û_saut du Nigare‰ÛÏ, von EnglÌ_nderinnen in Paris, vom Werk der Lady Morgan und einer Comtesse de Pastorel, die nicht erfreut war, sich darin wieder zu finden, und von weiterem Klatsch und Tratsch von gemeinsamen Bekannten u.a. Talma, Madame Gay, die bald ein Buch verÌ¦ffentlichen wird. ;";"Duval, Alexandre, eigentl. Alexandre-Vincent Pineux; Talma, FranÌ¤ois-Joseph; Constant, Benjamin; Morgan, Lady Sydney, geb. Sydney Owenson; Pastorel, comtesse de; Gay, Sophie, baronne de Lupigny, geb. Nichault de la Valette";"http://d-nb.info/gnd/104201088; http://d-nb.info/gnd/117198838; http://d-nb.info/gnd/118638475; http://d-nb.info/gnd/118641166; n/a; http://d-nb.info/gnd/11647260X";"http://viaf.org/viaf/100176929; http://viaf.org/viaf/54253906; http://viaf.org/viaf/45095766; http://viaf.org/viaf/107533016; n/a; http://viaf.org/viaf/27059297";NA;NA;Gesellschaftliches Leben;male;NA;Male;NA
9407;CdS-b1-08c9;CdS/29/026-028;LanglÌ¬s, Louis-Mathieu;http://d-nb.info/gnd/116725087;http://viaf.org/viaf/32118316;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1810-05-28;NA;NA;NA;NA;Abschrift;vollstÌ_ndig;NA;5;Belle comtesse et bonne voisine, j'ai reÌ¤u vos deux aimables messives [sic];Hat zwei Nachrichten von CdS erhalten. Plaudert von gemeinsamen Freunden: Talmas, einer SchÌ_lerin Laroche, Mademoiselle Maillard, Mademoiselle Clairon, Claviers, einer Mme Renais[?]. Essen bei Madame Hanguet mit Claviers, Benoit, Didot, Andrieux. ErzÌ_hlt von seiner Frau. Einladung von persischem Botschafter. Nachricht an Gudin weitergereicht.;"Andrieux, FranÌ¤ois; Clavier, Ìätienne; Didot, Firmin; Gudin de La Brenellerie, Paul-Philippe; Talma, FranÌ¤ois-Joseph; Clairon, Claire-JosÌ¬phe, genannt Mademoiselle; Maillard, Mademoiselle; Talma, Madame; Clavier, Madame; Hanguet, Madame; Benoit, Monsieur; LanglÌ¬s, Madame";"http://d-nb.info/gnd/116310197; http://d-nb.info/gnd/117691259; http://d-nb.info/gnd/116173068; http://d-nb.info/gnd/116909102; http://d-nb.info/gnd/117198838; http://d-nb.info/gnd/104270608; n/a; n/a; n/a; n/a; n/a; n/a";"http://viaf.org/viaf/2465625; http://viaf.org/viaf/25386357; http://viaf.org/viaf/54239780; http://viaf.org/viaf/74615637; http://viaf.org/viaf/54253906; http://viaf.org/viaf/95241722; n/a; n/a; n/a; n/a; n/a; n/a";NA;NA;Gesellschaftliches Leben;NA;NA;Male;NA
9416;CdS-b1-08d4;CdS/31/116;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;Pailliet, Jean Baptiste Joseph (Anwalt der CdS in OrlÌ©ans, um 1829);http://d-nb.info/gnd/121286169;http://viaf.org/viaf/17555308;1828-09-12;Dyck (Schloss), Gde. JÌ_chen;https://www.geonames.org/2894637;NA;NA;Abschrift;vollstÌ_ndig;NA;2;J‰Ûªai reÌ¤u il y a quelque temps, Monsieur, une nouvelle significative que je joins ÌÊ cette lettre;CdS‰Ûª Hoffnung auf baldigen Abschluss der Prozesse. P.s Reise nach Tours in dieser Angelegenheit. Wiedersehen in Paris. Ausgezeichneter Ruf des P. im Reich. Bitte an P., sich in CdS‰Ûª Album einzutragen.;"Masselin, Monsieur (homme d'affaires der CdS ab circa 1819 bis mindestens 1829); Chambert, Monsieur (Anwalt CdS' in Tours)";"n/a; n/a";"n/a; n/a";Tours;https://www.geonames.org/2972191;Prozess/Gericht;NA;NA;Female;NA
9432;CdS-b1-08i6;CdS/31/051-054;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;Pailliet, Jean Baptiste Joseph (Anwalt der CdS in OrlÌ©ans, um 1829);http://d-nb.info/gnd/121286169;http://viaf.org/viaf/17555308;1826-01-28;Paris;https://www.geonames.org/2988507;NA;NA;Abschrift;vollstÌ_ndig;NA;6;Je me hÌ¢te de rÌ©pondre, Monsieur, ÌÊ la lettre que j‰Ûªai reÌ¤ue de vous hier.;AusfÌ_hrliche Berichtigungen (sie hat in ihrem letzten Brief etwas vergessen und zwei Fehler gemacht). Antwort auf weitere Empfehlungen von P.;"Pipelet, Kinder des verstorbenen Ex-Manns von CdS aus zweiter Ehe; Chambert, Monsieur (Anwalt CdS' in Tours); Dufour, Monsieur (Jurist)";"n/a; n/a; n/a";"n/a; n/a; n/a";NA;NA;Prozess/Gericht;NA;NA;Female;NA
9433;CdS-b1-08i8;CdS/31/061;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;Pailliet, Jean Baptiste Joseph (Anwalt der CdS in OrlÌ©ans, um 1829);http://d-nb.info/gnd/121286169;http://viaf.org/viaf/17555308;1826-04-04;NA;NA;NA;NA;Abschrift;vollstÌ_ndig;NA;2;"Je reÌ¤ois votre lettre, Monsieur, au moment oÌ_ je pensais ÌÊ vous Ì©crire ;";Wunsch nach Berufung gegen das Urteil Ì_ber den Verkauf der GÌ_ter. CdS bittet P., ihr sein Handbuch Ì_ber franzÌ¦sisches Recht zu schicken. Garot war immer ein verbÌ_ndeter der Pipelets. Komplizierte Lage, da ihre ehemalige SchwÌ_gerin Montizeaux wegen des angestrebten Kaufs eines Hauses gegen die Francq Kinder agiert.;"Pipelet, Kinder des verstorbenen Ex-Manns von CdS aus zweiter Ehe; Francq, drei Enkel der CdS; Garot/Garrot, Monsieur (Notar in Coucy); Pipelet de Montizeaux, Emilie Marie (SchwÌ_gerin von Jean-Baptiste Pipelet)";"n/a; n/a; n/a; n/a";"n/a; n/a; n/a; n/a";NA;NA;"Briefpartner/Werk; Prozess/Gericht";NA;NA;Female;NA
9434;CdS-b1-08ip;CdS/31/045-046;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;Pailliet, Jean Baptiste Joseph (Anwalt der CdS in OrlÌ©ans, um 1829);http://d-nb.info/gnd/121286169;http://viaf.org/viaf/17555308;1825-11-17;Dyck (Schloss), Gde. JÌ_chen;https://www.geonames.org/2894637;NA;NA;Abschrift;NA;NA;2;J'ai reÌ¤u, Monsieur, votre derniÌ¬re lettre avec la copie du jugement;Ein Urteil aus Tours liegt vor und wird mit Evelt besprochen. Diese Notizen werden an P. geschickt. Die Sache in Coucy geht weiter, Brief von Dufour wird an P. weitergereicht. CdS wird an Neujahr erst wieder in Paris sein.;"Evelt, Christian (Rechtsanwalt in DÌ_sseldorf); Pipelet, Kinder des verstorbenen Ex-Manns von CdS aus zweiter Ehe; Dufour, Monsieur (Jurist)";"http://d-nb.info/gnd/117736961; n/a; n/a";"http://viaf.org/viaf/54933372; n/a; n/a";"Tours; Coucy";"https://www.geonames.org/2972191; https://www.geonames.org/3023363";Prozess/Gericht;male;NA;Female;NA
9435;CdS-b1-08iw;CdS/31/128-129;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;Pailliet, Jean Baptiste Joseph (Anwalt der CdS in OrlÌ©ans, um 1829);http://d-nb.info/gnd/121286169;http://viaf.org/viaf/17555308;1829-05-01;Paris;https://www.geonames.org/2988507;NA;NA;Abschrift;vollstÌ_ndig;NA;2;Je n‰Ûªentends pas parler de vous, Monsieur, et je m‰Ûªen alarme;Dringende Bitte, P. noch vor ihrer Abreise aus Paris zu treffen. GerÌ_chte Ì_ber groÌÙen Wohlstand der Erben Pipelet. UnrechtmÌ_ÌÙige Weitergabe des Erbes allein an die Kinder Pipelet aus dessen zweiter Ehe. Angebliche Insolvenz des Pipelet bei dessen Tod.;"Pipelet, Kinder des verstorbenen Ex-Manns von CdS aus zweiter Ehe; Francq, drei Enkel der CdS; Garot/Garrot, Monsieur (Notar in Coucy)";"n/a; n/a; n/a";"n/a; n/a; n/a";NA;NA;"Wirtschaft/Finanzen; Prozess/Gericht";NA;NA;Female;NA
9436;CdS-b1-08ik;CdS/31/032-033;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;Pailliet, Jean Baptiste Joseph (Anwalt der CdS in OrlÌ©ans, um 1829);http://d-nb.info/gnd/121286169;http://viaf.org/viaf/17555308;1825-09-11;Dyck (Schloss), Gde. JÌ_chen;https://www.geonames.org/2894637;NA;NA;Abschrift;NA;NA;3;Je reÌ¤ois enfin, Monsieur, une longue lettre de M. Dufour;CdS ist unzufrieden mit ihrem BevollmÌ_chtigten in Coucy, Dufour und der dortigen Entwicklung des Rechtsstreits mit den Pipelets.;"Pipelet, Kinder des verstorbenen Ex-Manns von CdS aus zweiter Ehe; Dufour, Monsieur (Jurist)";"n/a; n/a";"n/a; n/a";Coucy;https://www.geonames.org/3023363;Prozess/Gericht;NA;NA;Female;NA
9437;CdS-b1-08i1;CdS/31/109;Pailliet, Jean Baptiste Joseph (Anwalt der CdS in OrlÌ©ans, um 1829);http://d-nb.info/gnd/121286169;http://viaf.org/viaf/17555308;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1827-12-27;OrlÌ©ans;https://www.geonames.org/2989317;NA;NA;Abschrift;vollstÌ_ndig;NA;2;Madame, j‰Ûªapprends avec plaisir par M[onsieu]r Masselin l‰Û÷arrivÌ©e de V[otre] A[ltesse] ÌÊ Paris.;Weiterleitung eines Briefs des Faucheux. CdS‰Ûª gerichtlicher Erfolg. Vorschlag der Gegner und P.s diesbezÌ_glicher Rat an CdS.;"Chambert, Monsieur (Anwalt CdS' in Tours); Jullien, Monsieur (Anwalt in Tours)";"n/a; n/a";"n/a; n/a";NA;NA;Prozess/Gericht;NA;NA;Male;NA
9438;CdS-b1-08id;CdS/31/022;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;Pailliet, Jean Baptiste Joseph (Anwalt der CdS in OrlÌ©ans, um 1829);http://d-nb.info/gnd/121286169;http://viaf.org/viaf/17555308;NA;Dyck (Schloss), Gde. JÌ_chen;https://www.geonames.org/2894637;NA;NA;Abschrift;NA;NA;1;Son Altesse, Monsieur, a Ì©tÌ© dangereusement malade;CdS lÌ_sst an P. schreiben, dass sie schwer krank war und nicht auf seine Briefe reagieren konnte, dies aber tun wird sobald ihr Zustand es ihr erlaubt.;Pipelet, Kinder des verstorbenen Ex-Manns von CdS aus zweiter Ehe;NA;NA;NA;NA;"Gesundheit/Krankheit; Prozess/Gericht";NA;NA;Female;NA
9440;CdS-b1-08j1;CdS/31/066-067;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;Pailliet, Jean Baptiste Joseph (Anwalt der CdS in OrlÌ©ans, um 1829);http://d-nb.info/gnd/121286169;http://viaf.org/viaf/17555308;1826-07-28;Dyck (Schloss), Gde. JÌ_chen;https://www.geonames.org/2894637;NA;NA;Abschrift;vollstÌ_ndig;NA;3;Je reÌ¤ois votre seconde lettre, Monsieur, et j‰Ûªy rÌ©ponds ÌÊ l‰Ûªinstant,;Ìãrger der CdS Ì_ber juristische und administrative Hindernisse. Sie dachte, die Berufung auf das Urteil von Tours (Verkauf der GÌ_ter) eine gute Sache sei, jetzt weiÌÙ sie nicht mehr. Unsicherheit darÌ_ber, was sie in dem verlangten Brief schreiben sollte. CdS traut jetzt Dufour nicht mehr ganz. Tod des LÌ©montey, sie wusste nicht, dass sie sich fÌ_r das letzte Mal von ihr verabschiedet hatte. Ìãhnliches geschah im vergangenen Jahr mit Barbier und Girodet. Beschreibung der Freundschaft mit diesen Freunden, und Erinnerung an sie.;"Barbier, Antoine-Alexandre; Girodet-Trioson, Anne-Louis, eigentl. Girodet de Roussy; LÌ©montey, Pierre-Ìädouard; Dufour, Monsieur (Jurist)";"http://d-nb.info/gnd/116051795; http://d-nb.info/gnd/118817310; http://d-nb.info/gnd/115628037; n/a";"http://viaf.org/viaf/7386511; http://viaf.org/viaf/27073449; http://viaf.org/viaf/49257739; n/a";Tours;https://www.geonames.org/2972191;"Freundschaft; Tod/Trauer; Prozess/Gericht";NA;NA;Female;NA
