	Date	Time	Tweet	Picture	Longitude	Lattitude
1476	4.12.2023	14:01:36	"""Sire, j’ai l’honneur d’offrir à Votre Majesté la nouvelle Épître dont j’ai pris la liberté de lui parler et dont le sujet "" à Friedrich Wilhelm III., 1828-05-28 (https://constance-de-salm.de/archiv/#/document/9167)"		6.5	51.1
1477	4.12.2023	17:28:50	"""Je ne sais, Monsieur, si vous m’en voulez de mon long silence, mais je m’en veux à moi-même "" à Villenave, 1828-09-20 (https://constance-de-salm.de/archiv/#/document/9225)"		6.5	51.1
1478	5.12.2023	12:44:23	"""Je ne puis vous dire assez, Monsieur, combien je suis reconnaissante de tous les souvenirs que vous me rendez. "" à Boucharlat, 1828-10-10 (https://constance-de-salm.de/archiv/#/document/9237)"		6.5	51.1
1479	5.12.2023	13:49:22	"""Il y a déjà fort longtemps, Monsieur, que je me propose de vous répondre, mais je me suis trouvée si accablée "" à Mirault, 1828-07-23 (https://constance-de-salm.de/archiv/#/document/9213)"		6.5	51.1
1480	6.12.2023	11:55:52	"""Je ne veux point, Monsieur, laisser partir une lettre que je viens d‘écrire au Général sans vous faire mon compliment"" à Maison, 1828-08-11 (https://constance-de-salm.de/archiv/#/document/9218)"		6.5	51.1
1481	6.12.2023	10:22:12	"""Voici, Général, la lettre que je vous avais promis de vous envoyer pour Monsieur de Sandt; je vous prie de la lui remettre "" à Georgeon, 1828-09-07 (https://constance-de-salm.de/archiv/#/document/9220)"		6.5	51.1
1482	7.12.2023	10:26:00	"""Je m’empresse de vous apprendre, Monsieur, quoique ce ne soit pas une grande nouvelle, que j’ai réussi "" à Jullien de Paris, 1828-12-24 (https://constance-de-salm.de/archiv/#/document/9299)"		6.08342	50.77664
1483	7.12.2023	13:58:08	"""Je suppose, Monsieur, que vous et tous mes amis m’attendez depuis un mois"" à Jullien de Paris, 1828-12-04 (https://constance-de-salm.de/archiv/#/document/9282)"		6.08342	50.77664
1484	8.12.2023	11:55:06	"""Je croyais être à Paris pour le jour de l’An, Monsieur et ancien ami, mais le retour inopiné de mes enfants "" à Ponce, nan (https://constance-de-salm.de/archiv/#/document/9307)"		6.08342	50.77664
1485	8.12.2023	19:18:39	"""Je ne t’ai pas écrit tout ce temps-ci, cher frère, parce que ta femme m’a dit que tu étais en tournée. "" à Théis, 1829-04-03 (https://constance-de-salm.de/archiv/#/document/9338)"		2.3488	48.85341
1486	9.12.2023	11:18:23	"""Je m’empresse d’envoyer à Monsieur et Madame Laya le colume de mes „Pensées“ dont l’édition "" à Laya, 1829-04-06 (https://constance-de-salm.de/archiv/#/document/9340)"		2.3488	48.85341
1487	9.12.2023	10:05:17	"""Je suis arrivée ici, il y a cinq jours, cher frère; j’ai écrit à l’instant à ta fille "" à Théis, 1829-03-12 (https://constance-de-salm.de/archiv/#/document/9321)"		2.3488	48.85341
1488	10.12.2023	13:58:31	"""Je trouve l’article parfaitement bien rédigé. "" à Audiffret, 1829-03-27 (https://constance-de-salm.de/archiv/#/document/9326)"		2.3488	48.85341
1489	10.12.2023	17:21:41	"""Nous proposons à Monsieur et à Madame Viennet de venir dîner avec nous jeudi prochain, pour nous dédommager "" à Viennet, nan (https://constance-de-salm.de/archiv/#/document/9357)"		2.3488	48.85341
1490	11.12.2023	10:03:47	"""J’ai entendu parler avec éloge, Monsieur, de l’ouvrage que vous publiez; je serai charmée de l’avoir, et vous prie de me mettre au nombre de vos souscripteurs. "" à Gosse, 1829-04-20 (https://constance-de-salm.de/archiv/#/document/9352)"		2.3488	48.85341
1491	11.12.2023	17:06:24	"""Plusieurs de mes amis m’ont parlé de votre ouvrage, Monsieur, je serais charmée "" à Gosse, 1829-03-10 (https://constance-de-salm.de/archiv/#/document/9319)"		2.3488	48.85341
1492	12.12.2023	16:37:31	"""Madame la Princesse de Salm engage Monsieur Boucharlat à venir dîner chez elle mercredi 15. "" à Boucharlat, 1829-04-13 (https://constance-de-salm.de/archiv/#/document/9345)"		2.3488	48.85341
1493	12.12.2023	12:04:27	"""Sire, j’ai l’honneur d’adresser à Votre Majesté un petit volume de Pensées que je viens de faire imprimer à Aix-la-Chapelle "" à Friedrich Wilhelm III., 1829-02-27 (https://constance-de-salm.de/archiv/#/document/9314)"		6.08342	50.77664
1494	13.12.2023	20:11:04	"""Mon mari (je devais le battre) / M’abandonne aujourd’hui pour le Duc d‘Orléans; / Par la douleur sans me laisser… "" à Ladoucette, 1829-04-01 (https://constance-de-salm.de/archiv/#/document/9333)"		2.3488	48.85341
1495	13.12.2023	15:34:31	"""Un petit séjour que j’ai fait à Aix-la-Chapelle, Monsieur, m’a fait recevoir beaucoup plus tard "" à Asfeld, 1829-07-16 (https://constance-de-salm.de/archiv/#/document/9403)"		6.5	51.1
1496	14.12.2023	18:36:01	"""Je me reprochais depuis quelque temps, Monsieur le baron, de n’avoir pas encore répondu "" à Ladoucette, 1829-06-20 (https://constance-de-salm.de/archiv/#/document/9395)"		6.5	51.1
1497	14.12.2023	18:18:04	"""Me voilà à Aix, Monsieur, après 4 jours de voyage le plus fatiguant que j’ai jamais fait. "" à Jullien de Paris, 1829-05-26 (https://constance-de-salm.de/archiv/#/document/9388)"		6.08342	50.77664
1498	1.10.2025	14:55:56	"""Un petit séjour que j’ai fait à Aix-la-Chapelle, Monsieur, m’a fait recevoir beaucoup plus tard "" à Asfeld, 1829-07-16 (https://constance-de-salm.de/archiv/#/document/9403)"		6.5	51.1
1499	2.10.2025	15:08:52	"""Je me reprochais depuis quelque temps, Monsieur le baron, de n’avoir pas encore répondu "" à Ladoucette, 1829-06-20 (https://constance-de-salm.de/archiv/#/document/9395)"		6.5	51.1
1500	2.10.2025	16:17:50	"""Me voilà à Aix, Monsieur, après 4 jours de voyage le plus fatiguant que j’ai jamais fait. "" à Jullien de Paris, 1829-05-26 (https://constance-de-salm.de/archiv/#/document/9388)"		6.08342	50.77664
1501	3.10.2025	12:32:22	"""Je vous ai écrit il y a plusieurs mois à mon arrivée ici, mon cher voisin. "" à Maison, 1829-05-06 (https://constance-de-salm.de/archiv/#/document/9376)"		2.3488	48.85341
1502	3.10.2025	16:22:54	"""Nous nous perdons tout à fait de vue, Madame et ancienne amie, et il est si peu dans mon caractère "" à Salis, 1829-05-05 (https://constance-de-salm.de/archiv/#/document/9371)"		2.3488	48.85341
1503	4.10.2025	19:56:03	"""J’ai l’honneur de vous adresser le „Journal des dames“ où l’on parle"" à Ladoucette, 1829-05-12 (https://constance-de-salm.de/archiv/#/document/9383)"		2.3488	48.85341
1504	4.10.2025	17:27:13	"""Je reçois votre lettre, Monsieur le baron, et je me hâte de vous répondre et de vous remercier "" à Ladoucette, 1829-08-30 (https://constance-de-salm.de/archiv/#/document/9458)"		6.5	51.1
1505	5.10.2025	07:50:16	"""J’ai reçu votre lettre il y a déjà quelque temps, Madame, et je n’aurais pas tant tardé à y répondre, si le lendemain du jour"" à Montigny, 1829-09-10 (https://constance-de-salm.de/archiv/#/document/9460)"		6.5	51.1
1506	5.10.2025	11:28:22	"""Je reçois ici, Monsieur, votre numéro 7, et je m’empresse de vous l’écrire, et de vous rassurer sur votre numéro 6 "" à Jullien de Paris, 1829-10-26 (https://constance-de-salm.de/archiv/#/document/9465)"		6.08342	50.77664
1507	6.10.2025	10:32:23	"""J’ai reçu votre lettre, Madame, elle m’a fait le plus grand plaisir, et je ne veux pas tarder davantage "" à Waldor, 1829-08-06 (https://constance-de-salm.de/archiv/#/document/9446)"		6.5	51.1
1508	6.10.2025	07:34:03	"""Voilà bien longtemps, Monsieur et Madame, que je projette de vous écrire; "" à Ponce, 1829-07-27 (https://constance-de-salm.de/archiv/#/document/9439)"		6.5	51.1
1509	7.10.2025	20:53:32	"""Depuis que j’ai reçu votre dernière lettre, Monsieur, nous avons eu le chagrin de perdre Monsieur de Vrignel "" à Pailliet, 1829-07-29 (https://constance-de-salm.de/archiv/#/document/9441)"		6.5	51.1
1510	7.10.2025	09:10:58	"""C’est avec une véritable douleur, Monsieur, que j’ai appris par votre lettre le malheur "" à N.N., 1829-07-18 (https://constance-de-salm.de/archiv/#/document/9434)"		6.5	51.1
1511	8.10.2025	19:31:31	"""Il y a déjà quelque temps, Monsieur, que j’ai reçu votre lettre qui s’est croisée avec celle "" à Depping, 1831-11-02 (https://constance-de-salm.de/archiv/#/document/9511)"		6.08342	50.77664
1512	8.10.2025	17:18:05	"""J’ai reçu votre nouveau billet, Monsieur, et quoique vous m’engagiez à n’y point répondre, il m’est impossible "" à Villenave, 1830-02-07 (https://constance-de-salm.de/archiv/#/document/9489)"		2.3488	48.85341
1513	9.10.2025	15:03:21	"""Je reçois votre lettre, Monsieur, au moment où je me dispose à partir pour Paris "" à Méchin, 1832-11-03 (https://constance-de-salm.de/archiv/#/document/9516)"		6.5	51.1
1514	9.10.2025	17:43:58	"""J’ai été tellement accablée par une foule d’occupations et d’affaires de tout genre "" à Pailliet, 1830-03-18 (https://constance-de-salm.de/archiv/#/document/9496)"		2.3488	48.85341
1515	10.10.2025	20:13:54	"""Je veux, Monsieur, vous écrire un mot pour vous dire, moi-même, que je suis arrivée en assez bonne santé "" à Boucharlat, 1831-08-23 (https://constance-de-salm.de/archiv/#/document/9509)"		2.3488	48.85341
1516	10.10.2025	07:58:44	"""J’ai reçu vos deux lettres, Monsieur, je les ai lues avec le plus vif intérêt, et je vous aurais répondu "" à Boucharlat, 1829-12-05 (https://constance-de-salm.de/archiv/#/document/9472)"		6.08342	50.77664
1517	11.10.2025	13:06:50	"""Voilà six exemplaires pour la Pandore, le Journal des dames et celui des artistes. "" à Ladoucette, nan (https://constance-de-salm.de/archiv/#/document/9504)"		2.3488	48.85341
1518	11.10.2025	16:48:20	"""C’est avec beaucoup de plaisir, ma chère amie, que j’ai reçu et lu votre lettre. "" à Naigeon, 1835-01-29 (https://constance-de-salm.de/archiv/#/document/9561)"		6.08342	50.77664
1519	12.10.2025	07:14:03	"""Depuis longtemps, je songe à vous écrire, / Et cependant, je ne vous écris pas. / Ce doux transport poétique délire, / Qui m’a toujours soumise à son empire; "" à Sanson de Pongerville, 1834-10-13 (https://constance-de-salm.de/archiv/#/document/9566)"		6.5	51.1
1520	12.10.2025	14:20:43	"""Monsieur Drais m’a écrit, Monsieur et ancien ami, qu’il vous avait vu, et que vous vous plaigniez de mon silence. "" à Duval, 1834-12-27 (https://constance-de-salm.de/archiv/#/document/9554)"		6.5	51.1
1521	13.10.2025	09:30:48	"""Après avoir vu vos chers enfants, ma bien chère voisine et amie, j’éprouve le besoin de jaser avec vous, et d’autant plus "" à Hompesch, 1835-02-22 (https://constance-de-salm.de/archiv/#/document/9573)"		6.08342	50.77664
1522	13.10.2025	19:27:16	"""Quoique je vous aie dit hier, Monsieur, combien j’étais sensible à l’accueil que l’Athénée a fait "" à Delestre-Poirson, 1833-06-29 (https://constance-de-salm.de/archiv/#/document/9528)"		2.3488	48.85341
1523	14.10.2025	09:55:30	"""Je veux pendant que je suis encore ici, Monsieur, vous dire que j’ai lu votre notion historique "" à Berville, 1833-07-10 (https://constance-de-salm.de/archiv/#/document/9530)"		2.3488	48.85341
1524	14.10.2025	19:40:17	"""J’écris encore aujourd’hui, Monsieur, à Monsieur Drais, et je veux profiter de cette occasion pour ajouter "" à Boucharlat, 1834-01-12 (https://constance-de-salm.de/archiv/#/document/9547)"		6.08342	50.77664
1525	15.10.2025	16:26:42	"""Je pars après demain pour Aix, Monsieur le baron; je suis accablée d’embarras de départ "" à Ladoucette, 1835-01-09 (https://constance-de-salm.de/archiv/#/document/9559)"		6.5	51.1
1526	15.10.2025	16:44:11	"""Je fais mettre à la poste aujourd’hui, Monsieur le baron, le numéro du Constitutionnel et celui du Messager "" à Stassart, 1833-09-02 (https://constance-de-salm.de/archiv/#/document/9542)"		6.5	51.1
1527	16.10.2025	18:53:13	"""Je reçois à l’instant même, Monsieur, votre lettre datée du 9 janvier "" à Pailliet, 1829-02-04 (https://constance-de-salm.de/archiv/#/document/9535)"		6.08342	50.77664
1528	16.10.2025	18:08:04	"""Voilà enfin mes „Souvenirs“ que je me suis décidée à publier avant mon Épître politique. "" à Sanson de Pongerville, 1833-05-31 (https://constance-de-salm.de/archiv/#/document/9523)"		2.3488	48.85341
1529	17.10.2025	11:41:47	"""C’est enfin moi, Monsieur, qui veux dicter quelques mots pour vous, et pour soulager mon cœur "" à Drais, 1835-03-17 (https://constance-de-salm.de/archiv/#/document/9585)"		6.08342	50.77664
1530	17.10.2025	18:16:47	"""Monsieur Drais m’a écrit, Monsieur, qu’il vous avait rencontré, et que vous étiez étonné et alarmé de mon long silence. "" à Audiffret, 1835-07-24 (https://constance-de-salm.de/archiv/#/document/9629)"		6.5	51.1
1531	18.10.2025	19:30:58	"""J’apprends à l’instant par une lettre de Monsieur Drais, Madame et amie, qu’il vient de recevoir pour nous le billet de faire part "" à Laya, 1835-07-28 (https://constance-de-salm.de/archiv/#/document/9631)"		6.5	51.1
1532	18.10.2025	18:03:09	"""J’ai reçu ces jours-ci votre seconde lettre, ma chère amie, l’affection si sincère que vous me témoignez "" à Vanhove, 1835-04-25 (https://constance-de-salm.de/archiv/#/document/9597)"		6.5	51.1
1533	19.10.2025	14:34:22	"""Depuis que j’ai reçu votre dernière lettre, Monsieur, je me propose chaque jour de vous écrire; "" à Villenave, 1835-05-08 (https://constance-de-salm.de/archiv/#/document/9600)"		6.5	51.1
1534	19.10.2025	09:53:41	"""Depuis trois mois, mon ancienne amie, j’ai été tellement accablée par la douleur, les regrets, les tristes souvenirs "" à Salis, 1835-06-16 (https://constance-de-salm.de/archiv/#/document/9612)"		6.5	51.1
1535	20.10.2025	14:57:29	"""J’ai reçu, il y a quelques jours, cher frère, la petite lettre où tu me parles enfin de la maladie de Constant. "" à Théis, 1835-03-05 (https://constance-de-salm.de/archiv/#/document/9578)"		6.08342	50.77664
1536	20.10.2025	17:56:50	"""J’ai reçu il y a peu de jours votre lettre, mon très cher Général; et, quoique je sois encore plus accablée et souffrante "" à Saint-Mars, 1835-06-23 (https://constance-de-salm.de/archiv/#/document/9617)"		6.5	51.1
1537	21.10.2025	10:19:06	"""Je ne sais, Monsieur, ce que vous aurez pensé de mon long silence; je me le suis reproché bien souvent"" à Berville, 1835-07-05 (https://constance-de-salm.de/archiv/#/document/9624)"		6.5	51.1
1538	21.10.2025	08:48:28	"""La perte irréparable que j’ai faite m’a tellement désolée, ma chère amie, que depuis deux mois il m’a été impossible de vous écrire "" à Naigeon, 1835-05-27 (https://constance-de-salm.de/archiv/#/document/9605)"		6.5	51.1
1539	22.10.2025	18:39:52	"""Au moment où j’ai quitté Aix, il y a 4 jours, ma bien chère amie, on m’a assurée que votre santé commençait à se rétablir; "" à Hompesch, 1835-04-06 (https://constance-de-salm.de/archiv/#/document/9592)"		6.5	51.1
1540	22.10.2025	09:01:07	"""Il y a déjà quelque temps que j’ai reçu ta lettre, mon cher Alexandre; "" à Francq, 1835-09-06 (https://constance-de-salm.de/archiv/#/document/9643)"		6.5	51.1
1541	23.10.2025	09:29:49	"""Depuis bien longtemps, Monsieur le baron, je me propose de répondre aux deux bonnes lettres que j’ai reçues de vous;"" à Ladoucette, 1835-10-10 (https://constance-de-salm.de/archiv/#/document/9648)"		6.5	51.1
1542	23.10.2025	18:08:20	"""Je vous écris bien rarement, Monsieur, je ne sais moi-même comment cela se fait. "" à Jullien de Paris, 1835-08-20 (https://constance-de-salm.de/archiv/#/document/9636)"		6.5	51.1
1543	24.10.2025	07:45:39	"""J’ai reçu votre bonne lettre, ma chère amie, et je m’empresse de vous répondre et de vous prier de féliciter en mon nom et en celui du Prince "" à Naigeon, 1835-10-19 (https://constance-de-salm.de/archiv/#/document/9655)"		6.5	51.1
1544	24.10.2025	18:01:46	"""J’ai reçu, Monsieur, la lettre dans laquelle vous me témoignez le désir de faire insérer quelques articles sur mes ouvrages dans des journaux littéraires de l’Allemagne;"" à Rittinghausen, 1835-10-14 (https://constance-de-salm.de/archiv/#/document/9650)"		6.5	51.1
1545	25.10.2025	11:52:25	"""J’apprends par Monsieur Berville, Monsieur, qu’il se propose de faire insérer dans la „France littéraire“ une Épître sur la rime qu’il m’a adressée. "" à Malo, 1835-12-21 (https://constance-de-salm.de/archiv/#/document/9674)"		2.3488	48.85341
1546	25.10.2025	15:11:29	"""Je ne sais, Madame, de quelles expressions me servir pour m’excuser de n’avoir pas encore répondu à la lettre "" à Thurot, 1835-11-02 (https://constance-de-salm.de/archiv/#/document/9662)"		6.5	51.1
1547	26.10.2025	17:57:54	"""J’apprends, Monsieur, avec une extrême satisfaction que vous avez bien voulu vous charger de ma notice "" à Sanson de Pongerville, 1835-11-22 (https://constance-de-salm.de/archiv/#/document/9667)"		2.3488	48.85341
1548	26.10.2025	14:51:27	"""Je crois devoir, Monsieur, vous engager de nouveau à venir "" à Berville, 1835-12-25 (https://constance-de-salm.de/archiv/#/document/9679)"		2.3488	48.85341
1549	27.10.2025	17:05:36	"""Mes notes et mes copies sont prêtes, Monsieur, mais au moment de vous les envoyer je m’aperçois "" à Sanson de Pongerville, 1836-01-27 (https://constance-de-salm.de/archiv/#/document/9698)"		2.3488	48.85341
1550	27.10.2025	08:18:18	"""Je viens de répondre à Monsieur de Montferrant, Monsieur; je lui ai dit, comme nous en étions convenus "" à Sanson de Pongerville, 1836-02-14 (https://constance-de-salm.de/archiv/#/document/9701)"		2.3488	48.85341
1551	28.10.2025	13:02:30	"""Depuis que je suis ici, ma bien chère voisine et amie, j’ai projeté vingt fois de vous écrire; "" à Hompesch, 1836-01-05 (https://constance-de-salm.de/archiv/#/document/9686)"		2.3488	48.85341
1552	28.10.2025	08:07:47	"""Monsieur Amaury Duval a dû vous dire, Monsieur, que je devais vous voir "" à Guyet, 1836-03-10 (https://constance-de-salm.de/archiv/#/document/9720)"		2.3488	48.85341
1553	29.10.2025	16:48:12	"""Madame de Châlot que j’ai vue hier, mon cher Docteur, m’a appris que la personne "" à Alibert, 1836-03-23 (https://constance-de-salm.de/archiv/#/document/9725)"		2.3488	48.85341
1554	29.10.2025	17:39:01	"""Madame de Berr m’avait fait espérer, mon cher Docteur et ami, que vous viendriez me voir"" à Alibert, 1836-02-22 (https://constance-de-salm.de/archiv/#/document/9713)"		2.3488	48.85341
1555	30.10.2025	12:25:09	"""Je veux vous dire, Monsieur, qu’ayant pensé tout à coup qu’il n’y a que quelques années "" à Sanson de Pongerville, 1836-01-24 (https://constance-de-salm.de/archiv/#/document/9693)"		2.3488	48.85341
1556	30.10.2025	14:13:09	"""Je veux ajouter un mot, ce matin, Monsieur, à quelques nouvelles notes que j’ai dictées hier au soir "" à Sanson de Pongerville, 1836-02-17 (https://constance-de-salm.de/archiv/#/document/9706)"		2.3488	48.85341
1557	31.10.2025	09:00:20	"""C’est avec beaucoup de satisfaction, Monsieur, que j’accepte la proposition que vous m’avez faite "" à Paillet, 1836-03-09 (https://constance-de-salm.de/archiv/#/document/9718)"		2.3488	48.85341
1558	31.10.2025	18:08:13	"""Mon mari me presse de partir, Madame; je ne puis me résoudre à le laisser seul "" à Waldor, 1836-04-15 (https://constance-de-salm.de/archiv/#/document/9732)"		2.3488	48.85341
1559	1.11.2025	09:08:39	"""Peut-être, Monsieur, savez vous déjà que je suis enfin ici; "" à Boucharlat, 1836-06-23 (https://constance-de-salm.de/archiv/#/document/9775)"		6.5	51.1
1560	1.11.2025	12:26:13	"""Je suis accablée, Madame, de soins, d’embarras, d’occupations de tous genres; "" à Waldor, 1836-05-24 (https://constance-de-salm.de/archiv/#/document/9749)"		2.3488	48.85341
1561	2.11.2025	11:30:49	"""Voici, Monsieur, les quatre petits volumes, mais voulez-vous bien rendre les autres à Monsieur Drais. "" à Villenave, 1836-05-24 (https://constance-de-salm.de/archiv/#/document/9751)"		2.3488	48.85341
1562	2.11.2025	16:09:13	"""Il me semble, mon cher voisin de Paris, que je dois vous apprendre que je suis arrivée ici "" à Ladoucette, 1836-06-10 (https://constance-de-salm.de/archiv/#/document/9756)"		6.5	51.1
1563	3.11.2025	15:00:57	"""Je suis si occupée, si remplie de mes affaires littéraires et de mon départ "" à Montémont, 1836-05-19 (https://constance-de-salm.de/archiv/#/document/9744)"		2.3488	48.85341
1564	3.11.2025	10:08:16	"""J’ai reçu votre bonne lettre, ma bien chère voisine, et je vous aurais répondu à l’instant"" à Hompesch, nan (https://constance-de-salm.de/archiv/#/document/9814)"		6.08342	50.77664
1565	4.11.2025	17:07:06	"""Nous nous sommes bien peu vues cet hiver, Mademoiselle; "" à Sobry, 1836-07-14 (https://constance-de-salm.de/archiv/#/document/9821)"		6.5	51.1
1566	4.11.2025	12:16:28	"""Me voilà à la campagne, Monsieur, et sans avoir pu trouver le moment de vous écrire de Paris "" à Pailliet, 1836-06-28 (https://constance-de-salm.de/archiv/#/document/9807)"		6.5	51.1
1567	5.11.2025	18:12:29	"""Je reçois votre lettre, ma chère amie, et quoique je sois fort occupée dans ce moment, je veux pourtant "" à Leroy de Bacre, 1836-08-15 (https://constance-de-salm.de/archiv/#/document/9833)"		6.5	51.1
1568	5.11.2025	15:22:46	"""Monsieur Drais m’a écrit qu’il vous avait vu, Monsieur et Madame; "" à Mirault, 1836-06-25 (https://constance-de-salm.de/archiv/#/document/9802)"		6.5	51.1
1569	6.11.2025	18:17:18	"""Je suis à la campagne depuis quelque temps, Monsieur, j’aurais été charmé de vous voir encore "" à Tissot, 1836-07-12 (https://constance-de-salm.de/archiv/#/document/9819)"		6.5	51.1
1570	6.11.2025	13:46:37	"""Je reçois votre lettre, ma chère amie, et je veux y répondre à l’instant pour ne pas vous laisser plus longtemps "" à Vanhove, 1836-09-02 (https://constance-de-salm.de/archiv/#/document/9838)"		6.5	51.1
1571	7.11.2025	07:54:46	"""Je reçois, Monsieur, votre seconde lettre, et je me hâte d’y répondre. "" à Châtelain, 1836-09-09 (https://constance-de-salm.de/archiv/#/document/9840)"		6.5	51.1
1572	7.11.2025	07:39:13	"""Je ne sais où vous êtes dans ce moment, Monsieur le baron; "" à Ladoucette, nan (https://constance-de-salm.de/archiv/#/document/9864)"		6.5	51.1
1573	8.11.2025	12:47:56	"""Il y a longtemps, Madame, que je me propose de vous écrire; "" à Maleszewski, 1836-09-18 (https://constance-de-salm.de/archiv/#/document/9845)"		6.5	51.1
1574	8.11.2025	20:32:51	"""C’est avec beaucoup de plaisir, Monsieur le colonel, que j’ai appris par la lettre que j’ai reçue de vous "" à Schepeler, 1836-10-05 (https://constance-de-salm.de/archiv/#/document/9852)"		6.5	51.1
1575	9.11.2025	07:11:14	"""Je ne puis vous dire, Monsieur, combien de fois je me suis proposé de vous écrire "" à Mathon de Fogères, 1836-10-26 (https://constance-de-salm.de/archiv/#/document/9857)"		6.5	51.1
1576	9.11.2025	16:13:07	"""Il y a déjà quelque temps que j’ai reçu votre lettre, Monsieur, et je me reprocherais "" à Depping, 1840-11-16 (https://constance-de-salm.de/archiv/#/document/10028)"		6.5	51.1
1577	10.11.2025	18:30:58	"""Voici, Monsieur, une note que j'ai rédigée"" à Evelt, 1828-09-12 (https://constance-de-salm.de/archiv/#/document/10143)"		6.5	51.1
1578	10.11.2025	09:56:09	"""J'ai reçu votre seconde lettre, Madame et chère amie,  "" à Salis, 1824-03-02 (https://constance-de-salm.de/archiv/#/document/10340)"		2.3488	48.85341
1579	11.11.2025	20:00:12	"""Vous êtes une des premières à qui je veuille écrire d'ici, "" à Salis, 1823-05-27 (https://constance-de-salm.de/archiv/#/document/10338)"		6.5	51.1
1580	11.11.2025	08:52:05	"""Je ne veux plus vous voir, vous lire, vous entendre; / Je vous trouve maussade, injuste, ingrat, jaloux. / Je parierais que votre cœur … "" à Duval, 1827-12-15 (https://constance-de-salm.de/archiv/#/document/10321)"		4.34878	50.85045
1581	12.11.2025	10:56:42	"""Vous vous rappelez sans doute, Monsieur, que je me proposais de charger Monsieur Masselin, gérant de la tutelle de mes enfants "" à Pailliet, 1828-10-06 (https://constance-de-salm.de/archiv/#/document/10326)"		6.5	51.1
1582	12.11.2025	10:28:58	"""Je ne doute pas, Madame, de la sincérité des sentiments que vous me faites l’amitié de m’exprimer "" à Salis, 1821-01-10 (https://constance-de-salm.de/archiv/#/document/10333)"			
1583	13.11.2025	17:48:20	"""Je n’ai jamais refusé des conseils à ceux qui m’ont crue capable "" à Salis, 1798-03-03 (https://constance-de-salm.de/archiv/#/document/10390)"			
1584	13.11.2025	19:20:45	"""Je reçois ici votre excellente lettre, Madame et bien chère amie; j'en suis vivement touchée, et je me reprocherais de ne pas vous répondre à l'instant."" à Salis, 1832-04-17 (https://constance-de-salm.de/archiv/#/document/10352)"		6.08342	50.77664
1585	14.11.2025	10:06:41	"""Je reçois votre lettre, ma chère amie, et je veux y répondre à l’instant pour ne pas vous laisser plus longtemps "" à Vanhove, 1836-09-02 (https://constance-de-salm.de/archiv/#/document/10364)"		6.5	51.1
1586	14.11.2025	14:35:45	"""Je ne sais que vous dire, ma bien sincère amie, pour excuser mon long silence."" à Salis, 1838-12-26 (https://constance-de-salm.de/archiv/#/document/10371)"			
1587	15.11.2025	09:12:29	"""Depuis près d’un mois, mon ancienne amie, je me propose de vous écrire, sans en avoir eu encore le courage. "" à Salis, 1835-03-30 (https://constance-de-salm.de/archiv/#/document/10357)"		6.08342	50.77664
1588	15.11.2025	20:49:30	"""Monsieur Drais me remet votre lettre, ma bien chère amie, je ne perds pas un moment pour vous dire"" à Salis, 1838-04-24 (https://constance-de-salm.de/archiv/#/document/10369)"			
1589	16.11.2025	13:32:24	"""J’ai reçu une aimable lettre de vous il y a quelque temps, ma chère amie; "" à Salis, 1804-02-12 (https://constance-de-salm.de/archiv/#/document/10434)"			
1590	16.11.2025	09:20:16	"""Il y a bien longtemps, Mademoiselle, que je ne vous ai écrit; "" à Salis, 1798-08-28 (https://constance-de-salm.de/archiv/#/document/10395)"			
1591	17.11.2025	17:18:04	"""Le diable, je crois, se mêle de nos affaires, ma chère amie, car mille obstacles "" à Salis, 1800-07-14 (https://constance-de-salm.de/archiv/#/document/10422)"			
1592	17.11.2025	07:57:02	"""En vérité, Monsieur, je ne sais ce que je dois vous dire pour excuser mon long silence, tant j’en suis confuse. "" à Gohier, 1827-11-08 (https://constance-de-salm.de/archiv/#/document/10460)"		6.08342	50.77664
1593	18.11.2025	09:42:47	"""Il y a quelques jours que j’ai reçu votre excellente lettre, mon ancienne amie, je l’ai lue "" à Salis, 1837-11-29 (https://constance-de-salm.de/archiv/#/document/10441)"		6.5	51.1
1594	18.11.2025	11:24:35	"""Je suis ici depuis 3 semaines, Madame et ancienne amie, et si souffrante que je n’ai pu encore "" à Salis, 1842-08-28 (https://constance-de-salm.de/archiv/#/document/10446)"		6.5	51.1
1595	19.11.2025	19:45:52	"""Je n'ai pas en vérité osé attendre la chère Louise, Monsieur, hier ni avant-hier."" à Prous, 1816-05-08 (https://constance-de-salm.de/archiv/#/document/10600)"			
1596	19.11.2025	12:03:44	"""Tu seras peut-être étonné de ne pas entendre parler de moi, cher frère, j’attendais toujours "" à Théis, 1825-09-10 (https://constance-de-salm.de/archiv/#/document/10631)"		6.5	51.1
1597	20.11.2025	14:53:49	"""Je reçois à l’instant ta lettre, cher frère, et j’y réponds de suite d’abord parce que je pense qu’il n’y a pas un moment "" à Théis, 1826-01-29 (https://constance-de-salm.de/archiv/#/document/10655)"		2.3488	48.85341
1598	20.11.2025	12:34:01	"""Je reçois ta lettre, cher frère, et je suis bien fâchée de t’en avoir envoyé une hier par Drais "" à Théis, 1825-11-27 (https://constance-de-salm.de/archiv/#/document/10643)"		6.5	51.1
1599	21.11.2025	19:07:30	"""J’ai reçu ta lettre, il y a quelques jours, cher frère; j’ai depuis travaillé "" à Théis, 1825-06-20 (https://constance-de-salm.de/archiv/#/document/10629)"		6.5	51.1
