"";"id";"main_num";"Nr.";"Verfasser";"Verfasser_1genre";"Verfasser_2genre";"Empfänger";"Datierung..JJJJ.MM.TT.";"Ausstellungsort";"Umfang.in.Seiten";"Anfang.des.Briefes";"Weitere.Personen";"Orte";"Schlagwörter"
"538";844;"main1";"CdS/17/365-366";"Salm, Constance de (CdS)";"Female";"Female";"Barbier, Louis-Nicolas";NA;NA;2;"Je pense, tout à coup, Monsieur, qu’ayant été forcée, l’année passée, de quitter Paris avant d’avoir fini";"Drais, Pierre (Vertrauensmann der CdS)";NA;"Constance de Salm - Vermarktung; CdS: Œuvres complètes (1842); Buchhandel/Verleger"
"539";845;"main1";"CdS/17/359";"Salm, Constance de (CdS)";"Female";"Female";"Mirault, Monsieur (Claude-François?, Mitglied des Athénée des arts)";1841-11-30;"Dyck (Schloss), Gde. Jüchen";2;"Depuis que je suis ici, Monsieur et Madame, Monsieur Drais qui a été vous voir plusieurs fois de ma part";"Drais, Pierre (Vertrauensmann der CdS)";NA;NA
"540";846;"main4";"CdS/20/004";"Salm, Constance de (CdS)";"Female";"Female";"Villenave, Mathieu-Guillaume-Thérèse";1827-04-15;"Aachen";1;"Je vous écrirai dans peu de jours, Monsieur;";NA;NA;NA
"541";847;"main4";"CdS/20/017";"Salm, Constance de (CdS)";"Female";"Female";"Villenave, Mathieu-Guillaume-Thérèse";1828-01-13;NA;1;"Je pense tout à coup que, comme on a omis des invitations";NA;NA;NA
"542";848;"main1";"CdS/31/004-007";"Salm, Constance de (CdS)";"Female";"Female";"Pailliet, Jean Baptiste Joseph (Anwalt der CdS in Orléans, um 1829)";1824-08-20;"Dyck (Schloss), Gde. Jüchen";7;"Je reçois à l'instant, Monsieur, une lettre de M. Evelt";"Pipelet, Jean-Baptiste; Evelt, Christian (Rechtsanwalt in Düsseldorf); Pipelet, Kinder des verstorbenen Ex-Manns von CdS aus zweiter Ehe; Chambert, Monsieur (Anwalt CdS' in Tours)";NA;"Prozess/Gericht"
"543";849;"main4";"CdS/20/112-113";"Salm, Constance de (CdS)";"Female";"Female";"Villenave, Mathieu-Guillaume-Thérèse";1831-05-25;NA;2;"J’aurai demain soir, (jeudi), une réunion qui sera peut-être la dernière;";"Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD); Waldor, Mélanie, geb. Villenave; Villenave, Théodore; Villenave, Madame";NA;"CdS: Épître aux souverains absolus (1831)"
"544";850;"main4";"CdS/20/115";"Salm, Constance de (CdS)";"Female";"Female";"Villenave, Mathieu-Guillaume-Thérèse";1831-06-13;NA;1;"Je rappelle à Monsieur Villenave qu’il dîne aujourd’hui chez moi";"Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD); Waldor, Mélanie, geb. Villenave; Villenave, Théodore";NA;"Belgien - Politik"
"545";851;"main4";"CdS/20/290";"Salm, Constance de (CdS)";"Female";"Female";"Villenave, Mathieu-Guillaume-Thérèse";1841-12-16;NA;1;"J’ai trouvé en arrivant ici, Monsieur, votre bonne lettre, j’ai reçu le lendemain celle";"Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD); Waldor, Mélanie, geb. Villenave; Villenave, Théodore";NA;NA
"546";852;"main4";"CdS/20/132";"Salm, Constance de (CdS)";"Female";"Female";"Villenave, Mathieu-Guillaume-Thérèse";NA;NA;1;"Constant m’a dit, Monsieur, qu’il vous avait trouvé tout rhumatisé, courbaturé";NA;NA;"Constance de Salm - Vermarktung"
"547";853;"main4";"CdS/20/086";"Salm, Constance de (CdS)";"Female";"Female";"Villenave, Mathieu-Guillaume-Thérèse";1829-04-04;NA;1;"Monsieur Villenave et Monsieur son fils peuvent-ils venir dîner samedi";NA;NA;NA
"548";854;"main1";"CdS/31/113-114";"Salm, Constance de (CdS)";"Female";"Female";"Pailliet, Jean Baptiste Joseph (Anwalt der CdS in Orléans, um 1829)";1828-05-20;"Dyck (Schloss), Gde. Jüchen";3;"Je reçois à l’instant, Monsieur, une lettre de mon frère qui m’annonce que Monsieur Garot lui a fait une visite";"Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS); Pipelet, Kinder des verstorbenen Ex-Manns von CdS aus zweiter Ehe; Garot/Garrot, Monsieur (Notar in Coucy); Pipelet de Montizeaux, Emilie Marie (Schwägerin von Jean-Baptiste Pipelet)";NA;"Wirtschaft/Finanzen; Prozess/Gericht"
"549";855;"main1";"CdS/31/035-037";"Salm, Constance de (CdS)";"Female";"Female";"Pailliet, Jean Baptiste Joseph (Anwalt der CdS in Orléans, um 1829)";1825-09-13;"Dyck (Schloss), Gde. Jüchen";5;"J'ai fait partir ce matin une lettre pour vous, Monsieur";"Pipelet, Jean-Baptiste; Pipelet, Kinder des verstorbenen Ex-Manns von CdS aus zweiter Ehe; Francq, drei Enkel der CdS";"Tours";"Prozess/Gericht"
"550";856;"main1";"CdS/31/130-131";"Salm, Constance de (CdS)";"Female";"Female";"Pailliet, Jean Baptiste Joseph (Anwalt der CdS in Orléans, um 1829)";1829-05-11;"Paris";3;"Au moment où ma dernière lettre venait de partir j’ai reçu celle que vous m’avez écrite";"Masselin, Monsieur (homme d'affaires der CdS ab circa 1819 bis mindestens 1829); Pipelet, Kinder des verstorbenen Ex-Manns von CdS aus zweiter Ehe; Dupin, Monsieur; Berville, Saint-Albin; Dufour, Monsieur (Jurist)";NA;"Emanzipation/Frau; Prozess/Gericht"
"551";857;"main1";"CdS/31/111-112";"Salm, Constance de (CdS)";"Female";"Female";"Pailliet, Jean Baptiste Joseph (Anwalt der CdS in Orléans, um 1829)";1828-02-14;NA;2;"Voici, Monsieur, le pouvoir que vous avez demandé à mon mari, plus une lettre et une note de Monsieur Masselin";"Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD); Masselin, Monsieur (homme d'affaires der CdS ab circa 1819 bis mindestens 1829); Pipelet, Kinder des verstorbenen Ex-Manns von CdS aus zweiter Ehe; Chambert, Monsieur (Anwalt CdS' in Tours)";NA;"Wirtschaft/Finanzen; Prozess/Gericht"
"552";858;"main1";"CdS/31/019-020";"Salm, Constance de (CdS)";"Female";"Female";"Pailliet, Jean Baptiste Joseph (Anwalt der CdS in Orléans, um 1829)";1824-12-14;"Dyck (Schloss), Gde. Jüchen";2;"Mon frère m'envoie, Monsieur, une lettre de Monsieur Gareau";"Pipelet, Kinder des verstorbenen Ex-Manns von CdS aus zweiter Ehe; Chambert, Monsieur (Anwalt CdS' in Tours); Garot/Garrot, Monsieur (Notar in Coucy)";NA;"Prozess/Gericht"
"553";859;"main1";"CdS/31/023-024";"Salm, Constance de (CdS)";"Female";"Female";"Pailliet, Jean Baptiste Joseph (Anwalt der CdS in Orléans, um 1829)";1825-01-27;"Dyck (Schloss), Gde. Jüchen";2;"Je sors à peine de mon lit, Monsieur, après avoir souffert";"Pipelet, Kinder des verstorbenen Ex-Manns von CdS aus zweiter Ehe";NA;"Wirtschaft/Finanzen; Prozess/Gericht"
"554";860;"main1";"CdS/31/110";"Salm, Constance de (CdS)";"Female";"Female";"Pailliet, Jean Baptiste Joseph (Anwalt der CdS in Orléans, um 1829)";1828-01-23;"Paris";2;"Je reçois à l’instant votre seconde lettre, Monsieur, et je me hâte d’y répondre un mot.";"Chambert, Monsieur (Anwalt CdS' in Tours); Faucheux, Monsieur (Anwalt der Erben Pipelet in Tours)";NA;"Prozess/Gericht"
"555";861;"main1";"CdS/31/015";"Salm, Constance de (CdS)";"Female";"Female";"Pailliet, Jean Baptiste Joseph (Anwalt der CdS in Orléans, um 1829)";1824-10-27;"Paris";2;"Je reçois à l’instant votre lettre, Monsieur, et j’en suis ravie.";"Pipelet, Kinder des verstorbenen Ex-Manns von CdS aus zweiter Ehe; Chambert, Monsieur (Anwalt CdS' in Tours)";NA;"Prozess/Gericht"
"556";862;"main1";"CdS/31/099-101";"Salm, Constance de (CdS)";"Female";"Female";"Pailliet, Jean Baptiste Joseph (Anwalt der CdS in Orléans, um 1829)";1827-07-26;"Dyck (Schloss), Gde. Jüchen";5;"Votre lettre du 21 m’est arrivée hier, Monsieur, et elle ne pouvait venir plus à propos,";"Pipelet, Kinder des verstorbenen Ex-Manns von CdS aus zweiter Ehe; Francq, drei Enkel der CdS; Lemaître, Monsieur (CdS' Anwalt in Laon); Pipelet de Montizeaux, Emilie Marie (Schwägerin von Jean-Baptiste Pipelet); Jullien, Monsieur (Anwalt in Tours)";"Coucy";"Wirtschaft/Finanzen; Prozess/Gericht"
"557";863;"main1";"CdS/31/093-094";"Salm, Constance de (CdS)";"Female";"Female";"Pailliet, Jean Baptiste Joseph (Anwalt der CdS in Orléans, um 1829)";1827-07-05;"Dyck (Schloss), Gde. Jüchen";4;"Je reçois à l’instant votre lettre du 28, Monsieur, et je me hâte d’y répondre.";"Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS); Chambert, Monsieur (Anwalt CdS' in Tours); Pipelet de Montizeaux, Emilie Marie (Schwägerin von Jean-Baptiste Pipelet); Jullien, Monsieur (Anwalt in Tours)";"Laon; Coucy";"Wohnen/Haushalt; Wirtschaft/Finanzen; Prozess/Gericht"
"558";864;"main1";"CdS/31/078";"Salm, Constance de (CdS)";"Female";"Female";"Pailliet, Jean Baptiste Joseph (Anwalt der CdS in Orléans, um 1829)";1827-01-27;"Dyck (Schloss), Gde. Jüchen";2;"Je viens de recevoir, Monsieur, le jugement rendu pour la vente des biens de Coucy,";"Friedrich Wilhelm III., König von Preußen; Chambert, Monsieur (Anwalt CdS' in Tours)";"Preußen; Rheinland; Coucy";"Deutschland - Politik; CdS: Mémoires (Publikationsvorhaben); Prozess/Gericht"
"559";869;"main1";"CdS/02_1/075-076";"Salm, Constance de (CdS)";"Female";"Female";"Salis, Sophie de, verh. baronne de Triqueti";1798-08-28;NA;3;"Il y a bien longtemps, Mademoiselle, que je ne vous ai écrit;";"Castel, René Richard Louis; Helvétius, Claude Adrien";NA;"Briefpartner/Werk; Literarisches Geschehen/Neuerscheinung"
"560";870;"main1";"CdS/02_1/058-059";"Salm, Constance de (CdS)";"Female";"Female";"Salis, Sophie de, verh. baronne de Triqueti";1798-03-03;NA;3;"Je n’ai jamais refusé des conseils à ceux qui m’ont crue capable";NA;NA;"Weibliche Autorschaft; CdS: Épître aux femmes (1797)"
"561";875;"main1";"CdS/02_1/054";"Salm, Constance de (CdS)";"Female";"Female";NA;NA;"Paris";1;"Citoyens, après vous avoir exprimé combien je suis flattée du désir";NA;NA;"Gelehrte Gesellschaft"
"562";878;"main1";"CdS/02_1/073";"Salm, Constance de (CdS)";"Female";"Female";NA;1798-07-24;NA;2;"Je retrouve dans mes papiers une lettre de vous, Monsieur";NA;NA;"Weibliche Autorschaft; Briefpartner/Werk"
"563";879;"main1";"CdS/02_1/091-092";"Salm, Constance de (CdS)";"Female";"Female";"Salis, Sophie de, verh. baronne de Triqueti";1799-09-06;NA;3;"Je ne veux pas tarder plus longtemps, ma chère élève, à vous envoyer la légère marque d’amitié";"Seneca, Lucius Annaeus";NA;"Briefpartner/Werk; Alter/Jugend; Freundschaft"
"564";880;"main1";"CdS/02_1/095";"Salm, Constance de (CdS)";"Female";"Female";"Salis, Sophie de, verh. baronne de Triqueti";1800-03-05;NA;1;"D'où vient, ma chère, ne reçois-je point de vos nouvelles?";NA;NA;"Constance de Salm - Rezeption; Theater; CdS: Camille ou Amitié et imprudence (1799)"
"565";883;"main1";"CdS/02_1/103";"Salm, Constance de (CdS)";"Female";"Female";"Salis, Sophie de, verh. baronne de Triqueti";1800-09-17;NA;1;"Je reçois à l'instant votre lettre ma chère amie, je n'ai pas besoin de vous exprimer les sensations dont elle m'agite,";NA;NA;NA
"566";887;"main1";"CdS/02_1/100";"Salm, Constance de (CdS)";"Female";"Female";"Salis, Sophie de, verh. baronne de Triqueti";1800-06-29;NA;2;"J’ai reçu vos deux lettres, ma chère amie, et j’y aurais répondu plutôt (sic)";"Martini, Jean Paul Égide, eigentl. Johann Paul Ägidius Martin bzw. Schwarzendorf; Pipelet, Jean-Baptiste; Pugnet, Monsieur; Francq, Agathe Clémence, baronne de, geb. Pipelet, gen. Minette";NA;"Reise/Mobilität"
"567";889;"main1";"CdS/02_1/080-081";"Salm, Constance de (CdS)";"Female";"Female";"Salis, Sophie de, verh. baronne de Triqueti";1798-12-04;NA;2;"J’ai reçu, Mademoiselle, la lettre et le portefeuille que vous m’avez envoyés";NA;NA;"Briefpartner/Werk"
"568";890;"main1";"CdS/02_1/084";"Salm, Constance de (CdS)";"Female";"Female";"Salis, Sophie de, verh. baronne de Triqueti";1799-01-09;NA;1;"Ne soyez ni inquiète, ni étonnée, Mademoiselle, de ne pas recevoir une réponse";NA;NA;"Briefpartner/Werk"
"569";891;"main1";"CdS/02_1/109";"Salm, Constance de (CdS)";"Female";"Female";NA;1801-01-10;"Paris";1;"Citoyens, j’ai reçu avec une vive satisfaction la lettre par laquelle vous m’annoncez";NA;NA;"Gelehrte Gesellschaft; CdS: Épîtres à Sophie (1801)"
"570";893;"main1";"CdS/02_1/128-129";"Salm, Constance de (CdS)";"Female";"Female";NA;1803-05-16;NA;2;"Citoyen Président, j’ai reçu la circulaire qui m’annonçait que par le nouveau règlement";NA;NA;"Weibliche Autorschaft; Gelehrte Gesellschaft; Emanzipation/Frau"
"571";894;"main1";"CdS/02_1/129-131";"Salm, Constance de (CdS)";"Female";"Female";"Salis, Sophie de, verh. baronne de Triqueti";1804-02-12;NA;4;"J’ai reçu une aimable lettre de vous il y a quelque temps, ma chère amie;";"Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD); Pugnet, Monsieur; Francq, Agathe Clémence, baronne de, geb. Pipelet, gen. Minette; Théis, Anne Marguerite de, geb. de Saint-Mars (Frau des Bruders der CdS)";NA;"Adel; Frankreich - Politik; Deutschland - Politik; Freundschaft; Ehe/Liebe"
"572";900;"main1";"CdS/02_1/156";"Salm, Constance de (CdS)";"Female";"Female";"Fourcroy, Antoine-François";1807-04-13;"Paris";2;"Monsieur le Président! Je suis fort sensible à la confiance que l’Athénée me témoigne";"Lefrançois de Lalande, Joseph Jérôme";NA;"CdS: Éloge historique de M. de Lalande (1810)"
"573";903;"main1";"CdS/02_1/125";"Salm, Constance de (CdS)";"Female";"Female";"Cubières-Palmézeaux, Michel de";NA;NA;1;"Vous ne devez pas, Monsieur, vous plaindre des personnes que vous chargez de vos commissions.";"Montaigne, Michel de; Bourdic-Viot, Madame; Luigny, Monsieur de";NA;"Gelehrte Gesellschaft"
"574";905;"main1";"CdS/02_1/176-179";"Salm, Constance de (CdS)";"Female";"Female";"Gudin de La Brenellerie, Paul-Philippe";1808-09-14;"Alfter";7;"Je vous écris, Monsieur, d’un petit château où je suis depuis quelques jours.";"Langlès, Louis-Mathieu";"Brühl; Drachenfels, Siebengebirge; Siebengebirge";"Wohnen/Haushalt; Landleben/Provinzleben"
"575";906;"main1";"CdS/02_1/170-172";"Salm, Constance de (CdS)";"Female";"Female";"Raboteau, Pierre Paul";1808-06-11;"Dyck (Schloss), Gde. Jüchen";5;"Lorsqu’entré dans son cabinet / On fait le plan de sa journée";"Riboutté, François-Louis; Raboteau, Marie Émilie, geb. Seignette (Ehefrau des Pierre Raboteau); La Chabeaussière, Ange Étienne Xavier Poisson de";NA;"Alter/Jugend; Literarisches Geschehen/Neuerscheinung; Theater; Philosophie"
"576";909;"main2";"CdS/02_2/067";"Salm, Constance de (CdS)";"Female";"Female";"Prous, Henry";1816-09-15;"Dyck (Schloss), Gde. Jüchen";1;"Il fait si beau, Monsieur, que je pense que madame Kopp, votre Louise et le grand fils pouviés venir à pied ou en voiture pour la journée avec vous :";"Kopp, Frau; Kopp, Louise";"Krefeld";NA
"577";910;"main2";"CdS/02_2/190-191";"Salm, Constance de (CdS)";"Female";"Female";"Raboteau, Pierre Paul";1818-12-18;"Dyck (Schloss), Gde. Jüchen";2;"Je pars, Monsieur et ami: mon mari me rejoindra dans 15 jours";"Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD); Francq, Louis Bernard, baron de";NA;"Freundschaft"
"578";912;"main2";"CdS/02_3/056";"Salm, Constance de (CdS)";"Female";"Female";"Orloff, Grégoire, comte de";1824-04-13;"Paris";1;"La Princesse de Salm, qui doit partir incessamment, engage Monsieur le comte Orloff à venir la voir";NA;NA;"Briefpartner/Werk"
"579";915;"main2";"CdS/02_3/110-111";"Salm, Constance de (CdS)";"Female";"Female";"Raboteau, Pierre Paul";1825-04-23;"Dyck (Schloss), Gde. Jüchen";4;"Vous ne m’écrivez plus, Monsieur, parce que je ne vous ai pas répondu: rien de plus juste";"Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS); Francq, Constant de; Staël, Madame de, eigentl. Anne Louise Germaine de Staël-Holstein, geb. Necker; Courier de Méré, Paul-Louis; Francq, Agathe Clémence, baronne de, geb. Pipelet, gen. Minette";NA;"CdS: Sur Girodet (1825); CdS: Des Allemands comparés aux Français (1826?); Briefpartner/Werk; Alter/Jugend; Deutschland - Wahrnehmung; Tod/Trauer; CdS: Édition générale bzw. oeuvres choisies (Publikationsvorhaben ab 1825); Gesundheit/Krankheit; CdS: Mémoires (Publikationsvorhaben)"
"580";916;"main2";"CdS/02_3/089";"Salm, Constance de (CdS)";"Female";"Female";"Salis, Sophie de, verh. baronne de Triqueti";1824-11-28;"Paris";1;"Je suis depuis deux mois à Paris, mon ancienne amie, et j’espérais toujours y avoir de vos nouvelles";"Girodet-Trioson, Anne-Louis, eigentl. Girodet de Roussy; Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD)";NA;"Wohnen/Haushalt; CdS: 24 heures (1824)"
"581";917;"main2";"CdS/02_3/090";"Salm, Constance de (CdS)";"Female";"Female";"Jullien de Paris, Marc-Antoine";NA;"Paris";2;"Je croyais avoir hier mon dernier petit dîner d’amis; mais deux personnes viennent encore aujourd’hui";"Thurn und Taxis, Therese (Mathilde Amalia), geb. Herzogin zu Mecklenburg(-Strelitz), Fürstin von; Tissot, Pierre-François";NA;"CdS: 24 heures (1824); Constance de Salm - Rezeption"
"582";918;"main2";"CdS/02_3/096-097";"Salm, Constance de (CdS)";"Female";"Female";"Jullien de Paris, Marc-Antoine";1825-02-23;"Dyck (Schloss), Gde. Jüchen";2;"Je ne puis vous dire, Monsieur, combien je suis confuse de ne vous avoir pas encore remercié du charmant article";"Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD)";NA;"CdS: 24 heures (1824); CdS: Des Allemands comparés aux Français (1826?); Constance de Salm - Rezeption; Deutschland - Wahrnehmung"
"583";919;"main2";"CdS/02_3/084-085";"Salm, Constance de (CdS)";"Female";"Female";"Ladoucette, Jean Charles François, baron de";1824-10-12;"Paris";2;"Voici ma notice ou la vôtre, Monsieur le baron, j’en suis charmée.";"Jullien de Paris, Marc-Antoine";NA;"Constance de Salm - Vermarktung; Briefpartner/Werk; Constance de Salm - Rezeption; CdS: Sapho (1794)"
"584";921;"main2";"CdS/02_3/072";"Salm, Constance de (CdS)";"Female";"Female";"Friedrich Wilhelm III., König von Preußen";1824-06-24;"Dyck (Schloss), Gde. Jüchen";2;"Sire, le petit ouvrage que je joins à cette lettre et que j’ai l’honneur d’offrir à Votre Majesté";NA;NA;"Constance de Salm - Vermarktung; CdS: Stances sur le romantique et la vieille école (1824); CdS: 24 heures (1824)"
"585";923;"main2";"CdS/02_3/102";"Salm, Constance de (CdS)";"Female";"Female";"Buchon, Monsieur";1825-03-14;"Dyck (Schloss), Gde. Jüchen";2;"Vous recevrez avec ce billet, Monsieur, 3 exemplaires d’un dernier hommage que j’ai rendu";NA;NA;"Constance de Salm - Vermarktung; CdS: Sur Girodet (1825)"
"586";924;"main2";"CdS/02_3/122-123";"Salm, Constance de (CdS)";"Female";"Female";"Naigeon, Monsieur";NA;"Dyck (Schloss), Gde. Jüchen";3;"Je veux, mon cher Naigeon, joindre une petite lettre à celle qu’écrit Mademoiselle S. à votre chère fille.";"Girodet-Trioson, Anne-Louis, eigentl. Girodet de Roussy; Naigeon, Mademoiselle; Simon(s), Mademoiselle";NA;"Wohnen/Haushalt; CdS: Sur Girodet (1825); Landleben/Provinzleben; Freundschaft"
"587";925;"main2";"CdS/02_3/125-126";"Salm, Constance de (CdS)";"Female";"Female";"Ponce, Nicolas";1825-08-08;"Dyck (Schloss), Gde. Jüchen";3;"Je reviens d’une petite course et je trouve ici, mon ancien ami, votre lettre venue par la poste.";"Girodet-Trioson, Anne-Louis, eigentl. Girodet de Roussy; Martini, Jean Paul Égide, eigentl. Johann Paul Ägidius Martin bzw. Schwarzendorf; Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD); Berr / Behr, Michel; Courier de Méré, Paul-Louis";"Aachen";"CdS: 24 heures (1824); Briefpartner/Werk; Bildende Kunst; Gesellschaftliches Leben; Freundschaft; CdS: Mémoires (Publikationsvorhaben)"
"588";926;"main2";"CdS/02_3/150-151";"Salm, Constance de (CdS)";"Female";"Female";"Ponce, Nicolas";1826-07-22;"Dyck (Schloss), Gde. Jüchen";2;"Je profite de l’occasion de Monsieur Canot qui retourne à Paris, mon ancien ami, pour écrire une foule de petits billets, et je veux";"Talma, François-Joseph; Lémontey, Pierre-Édouard; Drais, Pierre (Vertrauensmann der CdS); Canot / Canaux, Monsieur (unklar ob Vertrauensmann der Salm-Dyck oder/und Cousin der Francq?)";"Aachen";"Reise/Mobilität; Freundschaft; Technik/Fortschritt; Gesundheit/Krankheit"
"589";927;"main2";"CdS/02_3/117-118";"Salm, Constance de (CdS)";"Female";"Female";"Barbier, Antoine-Alexandre";1825-06-25;"Dyck (Schloss), Gde. Jüchen";3;"Enfin, Monsieur, ma secrétaire intime est revenue.";"Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS); Courier de Méré, Paul-Louis; Spiegel, Ferdinand August von (Erzbischof von Köln)";NA;"CdS: Des Allemands comparés aux Français (1826?); Bildende Kunst; Religion/Kirche; Presse; Archäologie"
"590";928;"main2";"CdS/02_3/133-134";"Salm, Constance de (CdS)";"Female";"Female";"Drais, Pierre (Vertrauensmann der CdS)";1825-12-10;"Aachen";2;"J’apprends à l’instant, Monsieur, et avec la plus vive peine la perte sensible que nous venons de faire de Monsieur Barbier.";"Barbier, Antoine-Alexandre; Raboteau, Pierre Paul ; Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD); Barbier, Louis-Nicolas; Bergeon, Madame P.";NA;"Alter/Jugend; Freundschaft; Tod/Trauer"
"591";929;"main2";"CdS/02_3/142";"Salm, Constance de (CdS)";"Female";"Female";"Ladoucette, Jean Charles François, baron de";1826-02-01;"Paris";1;"La Princesse de Salm est désolée de ne pouvoir se rendre à l’invitation de ses aimables voisins;";"Saint-Mars, général vicomte de (Bruder der Schwägerin der CdS)";NA;"Gesellschaftliches Leben"
"592";930;"main2";"CdS/02_3/145";"Salm, Constance de (CdS)";"Female";"Female";"Ladoucette, Jean Charles François, baron de";1826-04-16;"Paris";1;"Je suis bien sensible, Monsieur le baron, à l’extrême amabilité avec laquelle vous m’engagez à prendre place aujourd’hui";NA;NA;"Wohnen/Haushalt; Gesellschaftliches Leben"
"593";931;"main2";"CdS/02_3/205-206";"Salm, Constance de (CdS)";"Female";"Female";"Pailliet, Jean Baptiste Joseph (Anwalt der CdS in Orléans, um 1829)";1827-10-17;"Dyck (Schloss), Gde. Jüchen";2;"On m’a signifié ces jours-ci, Monsieur, à la requête de Monsieur de Vrignel le jugement qui a été rendu à Orléans";"Vrignel, Monsieur Bourgeois de (Gegenvormund der Enkel bis zu seinem Tod 1829); Pipelet, Kinder des verstorbenen Ex-Manns von CdS aus zweiter Ehe; Chambert, Monsieur (Anwalt CdS' in Tours); Lemaître, Monsieur (CdS' Anwalt in Laon); Faucheux, Monsieur (Anwalt der Erben Pipelet in Tours); Pipelet de Montizeaux, Emilie Marie (Schwägerin von Jean-Baptiste Pipelet)";"Laon; Tours; Coucy";"Wirtschaft/Finanzen; Familie/Familienrecht; Prozess/Gericht"
"594";932;"main2";"CdS/02_3/210";"Salm, Constance de (CdS)";"Female";"Female";"Duval, Alexandre, eigentl. Alexandre-Vincent Pineux";1827-10-22;"Dyck (Schloss), Gde. Jüchen";1;"Lisez, mon cher Duval, la lettre ci-jointe dont l’adresse est chargée de tout ce qui prouve qu’elle a couru le monde.";"Duval, Amaury, eigentl. Charles-Alexandre-Amaury Pineux";"Aachen";"Deutschland - Wahrnehmung"
"595";933;"main2";"CdS/02_3/196-197";"Salm, Constance de (CdS)";"Female";"Female";"Mirault, Monsieur (Claude-François?, Mitglied des Athénée des arts)";1827-07-22;"Dyck (Schloss), Gde. Jüchen";3;"Vous avez bien raison, Monsieur, de vous plaindre de mon silence.";"Francq, Félix, baron de; Francq, Constant de; Francq, Alexandre de; Friedrich Wilhelm III., König von Preußen; Francq, drei Enkel der CdS";"Brüssel";"Wohnen/Haushalt; CdS: Des Allemands comparés aux Français (1826?); Militär; Erziehung/Pädagogik"
"596";934;"main2";"CdS/02_3/154-155";"Salm, Constance de (CdS)";"Female";"Female";"Thurot, Jean-François";1826-08-05;"Dyck (Schloss), Gde. Jüchen";3;"Je n’entends point parler de vous, mon ancien ami, et je veux que vous entendiez parler de moi.";"Pipelet, Jean-Baptiste; Lémontey, Pierre-Édouard; Francq, Constant de; Angelot, Monsieur";"Aachen";"Karriere/-förderung; Reise/Mobilität; Tod/Trauer; Gesundheit/Krankheit; Familie/Familienrecht"
"597";935;"main2";"CdS/02_3/176-177";"Salm, Constance de (CdS)";"Female";"Female";"C., Monsieur";1827-03-09;"Paris";2;"J’ai reçu une lettre de Monsieur C. et je n’ai pu jusqu’à présent y répondre";NA;NA;"Freundschaft"
"598";936;"main2";"CdS/02_3/179";"Salm, Constance de (CdS)";"Female";"Female";"Ladoucette, Jean Charles François, baron de";1817-03-12;"Paris";1;"Je ne sais comment j’ai gagné un gros rhume hier, mon cher voisin;";"Pougens, Charles de; Paganel, Camille";NA;"Gesellschaftliches Leben"
"599";937;"main2";"CdS/02_3/223-225";"Salm, Constance de (CdS)";"Female";"Female";"Friedrich Wilhelm III., König von Preußen";1827-12-28;"Paris";4;"Sire, la précipitation avec laquelle j’ai fait la note que j’ai envoyée de Bruxelles à V[otre] M[ajesté] m’a fait oublier quelques observations essentielles";"Maison, Eugène, vicomte (Sohn des Nicolas Joseph); Maison, général, später maréchal Nicolas Joseph";"Rheinland";"Religion/Kirche; Ehe/Liebe"
"600";938;"main2";"CdS/02_3/202-203";"Salm, Constance de (CdS)";"Female";"Female";"Vanhove, Charlotte, gen. Caroline, verh. Talma, dann verh. comtesse de Châlot";1827-09-22;"Dyck (Schloss), Gde. Jüchen";2;"J’ai voulu vingt fois vous écrire depuis que j’ai reçu votre bonne lettre, chère amie;";"Talma, François-Joseph; Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD); Francq, drei Enkel der CdS";NA;"Wohnen/Haushalt; Emanzipation/Frau"
"601";939;"main2";"CdS/02_3/160-161";"Salm, Constance de (CdS)";"Female";"Female";"Leyen, Gustav Heinrich von der (Sohn von Friedrich Heinrich)";1826-10-05;"Dyck (Schloss), Gde. Jüchen";2;"Vous aurez été surpris, Monsieur, de mon long silence; j’en suis surprise moi-même.";"Leyen, Friedrich Heinrich von Friedrich, Freiherr von der (1769-1825); Leyen, Mathilde von der (Ehefrau des Gustav Heinrich)";NA;"Tod/Trauer"
"602";940;"main2";"CdS/02_3/169";"Salm, Constance de (CdS)";"Female";"Female";"Ladoucette, Jean Charles François, baron de";1827-01-15;"Paris";1;"Si vous vouliez, mon voisin, m’apporter vous-même vos fables";NA;NA;"Briefpartner/Werk"
