;FuD-Key;letzte Änderung;Dokumenttyp;URL;Nr.;Verfasser;GND (Verfasser);VIAF (Verfasser); Empfänger;GND (Empfänger);VIAF (Empfänger);Datierung (JJJJ-MM-TT);Alternative Datierung;Ausstellungsort;Geonames (Ausstellungsort);Empfangsort;Geonames (Empfangsort);Vorlage;Vollständigkeit des Archivals;Erläuterung Unvollständigkeit;Umfang in Seiten;Anfang des Briefes;Inhaltliche Stichpunkte;Weitere Personen;GND (Weitere Personen);VIAF (Weitere Personen);Orte;Geonames (Orte);Schlagwörter;Editionen;Vermerk;Bestand;Verweise;Digitalisate: Dateiname (Signatur);Zitierempfehlung
10646;CdS-b1-086q;26.08.2021 10:44;Brief;https://constance-de-salm.de/archiv/#/document/10892;CdS/17/225-226;Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1837-04-27;;Aventure / L'Aventure (Schloss), Gde. Chauny;https://www.geonames.org/3025860;;;Abschrift;vollständig;;3;Chère sœur, je comprends du reste les suites pénibles de cette grippe;Viele Grippeerkrankungen. Ts Erkältung. Überschwemmungen. Sorge um Gesundheitszustand des Félix. Ts geplante Reise mit seiner Tochter nach Nizza aufgrund des dortigen Klimas. Charles schwierige Reise. Dessen Eindrücke im Orient. Ts Hoffnung, dass er bald zurückkommt. Interessante Lektüre („Voyage” von Jacquemont).;"Francq, Félix, baron de; Théis, Charles Constant de; Jacquemont, Victor; Théis, Joséphine de, verh. Saint-Cricq, gen. Finette";"n/a; http://d-nb.info/gnd/117624365; http://d-nb.info/gnd/117049840; n/a";"n/a; http://viaf.org/viaf/794527; http://viaf.org/viaf/24644831; n/a";Nizza;https://www.geonames.org/2990440;Reise/Mobilität;;;Schloss Dyck;(https://constance-de-salm.de/archiv/#/document/6012);"CdS-b1-086q-0.jpg (CdS/17/225); CdS-b1-086q-1.jpg (CdS/17/226)";CdS/17/225-226. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/10892.
5538;CdS-b1-086r;26.08.2021 10:44;Brief;https://constance-de-salm.de/archiv/#/document/10893;CdS/17/227-228;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;1837-05-23;;;;;;Abschrift;vollständig;;2;Je n’entends pas parler de toi, cher frère, j’ai pensé souvent à t’écrire;Hoffnung, T. in Paris zu treffen. Sorge um Charles. Klage über instabile politische Lage. Schwache Gesundheit der CdS.;"Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD); Théis, Charles Constant de; Drais, Pierre (Vertrauensmann der CdS); Saint-Cricq, Pierre-Laurent-Barthélémy de (Schwiegervater der Joséphine)";"http://d-nb.info/gnd/1159074453; http://d-nb.info/gnd/117624365; http://d-nb.info/gnd/1188442287; n/a";"http://viaf.org/viaf/1847152636116120051820; http://viaf.org/viaf/794527; http://viaf.org/viaf/24156073846353862446; http://viaf.org/viaf/38444704";;;Frankreich - Politik;;;Schloss Dyck;;"CdS-b1-086r-0.jpg (CdS/17/227); CdS-b1-086r-1.jpg (CdS/17/228)";CdS/17/227-228. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/10893.
5529;CdS-b1-085i;26.08.2021 10:44;Brief;https://constance-de-salm.de/archiv/#/document/10848;CdS/26/168;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;Duval, Amaury, eigentl. Charles-Alexandre-Amaury Pineux;http://d-nb.info/gnd/116258659;http://viaf.org/viaf/59072566;1837-06-06;;;;;;Abschrift;vollständig;;1;Mon frère est ici pour quelques jours, Monsieur, et ami, il dîne aujourd'hui avec nous, ;Besuch ihres Bruders. Einladung an Duval, zum gemeinsamen Abendessen zu kommen. Reisevorbereitungen. Glückwunsche zu seiner Aufnahme in die Légion d'honneur. Vorschlag eines alternativen Termins, falls er verhindert ist.;Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;;;;;;Schloss Dyck;(https://constance-de-salm.de/archiv/#/document/7782);CdS-b1-085i-0.jpg (CdS/26/168);CdS/26/168. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/10848.
9368;CdS-b1-086s;26.08.2021 10:44;Brief;https://constance-de-salm.de/archiv/#/document/10894;CdS/17/228;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;1837-07-27;;Dyck (Schloss), Gde. Jüchen;https://www.geonames.org/2894637;;;Abschrift;vollständig;;1;Je veux t'apprendre, cher frère, que je suis ici depuis huit à dix jours;Gesundheitliche Probleme und Erschöpfung der CdS. Schlechtes Wetter. Wunsch, bald wieder vom Land aufzubrechen. Bedauert, ebenso wie SRD, ihn nur kurz in Paris gesehen zu haben. Plan, bald wieder dorthin abzureisen. Bitte um Neuigkeiten. Keine Neuigkeiten von T.s Sohn Charles. Hoffnung, dass dieser Konsul wird. Grüße und Wünsche.;Saint-Mars, Monsieur de;;;;;;;;Schloss Dyck;(https://constance-de-salm.de/archiv/#/document/7814);CdS-b1-086s-0.jpg (CdS/17/228);CdS/17/228. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/10894.
6817;CdS-b1-086t;26.08.2021 10:44;Brief;https://constance-de-salm.de/archiv/#/document/10895;CdS/17/229-230;Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1837-08-11;;Aventure / L'Aventure (Schloss), Gde. Chauny;https://www.geonames.org/3025860;;;Abschrift;vollständig;;3;Chère sœur, lorsque j'ai reçu ta lettre, j'étais véritablement en peine de toi, ne sachant ;Rückkehr der CdS aufs Land. Ts ruhiges Leben im Alter. Ts Sehschwäche. Besuch der Familie Devise. Die Hochzeit des ältesten Sohnes. Geplante neue Straße nach Chauny, die an Ts Haus vorbeiführen wird. Hitze. Charles wartet auf seinen Nachfolger und wird dann zurückkehren.;"Francq, Félix, baron de; Théis, Charles Constant de; Hervilly de Devise, Monsieur d'";"n/a; http://d-nb.info/gnd/117624365; n/a";"n/a; http://viaf.org/viaf/794527; n/a";Chauny;https://www.geonames.org/3025860;;;;Schloss Dyck;(https://constance-de-salm.de/archiv/#/document/6014);"CdS-b1-086t-0.jpg (CdS/17/229); CdS-b1-086t-1.jpg (CdS/17/230)";CdS/17/229-230. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/10895.
8081;CdS-b1-086u;26.08.2021 10:44;Brief;https://constance-de-salm.de/archiv/#/document/10896;CdS/17/232-233;Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1837-09-25;;Aventure / L'Aventure (Schloss), Gde. Chauny;https://www.geonames.org/3025860;;;Abschrift;vollständig;;3;Chère sœur, j'ai voulu attendre, pour répondre à ta lettre du 1er de ce mois, que j'eusse reçu ;Rückreise des Charles aus Bukarest mit Umweg über Konstantinopel übers Meer nach Marseille. Schöne Reise (Athen, Malta, Palermo). Wiedersehen in Paris, bis Charles zu seiner neuen Position nach Leipzig weiterreist. Gesundheitszustand des Enkels der CdS. Ruhiges Leben: Seine Tochter reist  2–3 Mal im Jahr nach Paris. Alter.;"Théis, Charles Constant de; Théis, Joséphine de, verh. Saint-Cricq, gen. Finette";"http://d-nb.info/gnd/117624365; n/a";"http://viaf.org/viaf/794527; n/a";"Marseille; Wien; Leipzig; Konstantinopel, siehe: Istanbul; Bukarest; Palermo; Athen; Malta";"https://www.geonames.org/2995469; https://www.geonames.org/2761369; https://www.geonames.org/2879139; https://www.geonames.org/745044; https://www.geonames.org/683506; https://www.geonames.org/2523920; https://www.geonames.org/264371; https://www.geonames.org/2562772";Reise/Mobilität;;;Schloss Dyck;(https://constance-de-salm.de/archiv/#/document/6015);"CdS-b1-086u-0.jpg (CdS/17/232); CdS-b1-086u-1.jpg (CdS/17/233)";CdS/17/232-233. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/10896.
5533;CdS-b1-086w;26.08.2021 10:44;Brief;https://constance-de-salm.de/archiv/#/document/10898;CdS/17/235-236;Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1837-12-29;Datum der Abschrift [1837-09-27] anhand des Originals ;Aventure / L'Aventure (Schloss), Gde. Chauny;https://www.geonames.org/3025860;;;Abschrift;vollständig;;2;Chère sœur, où es-tu en ce moment, où dois-je te prendre?;Unklarer Aufenthaltsort der CdS. Neujahrswünsche. Über das Altern. Besuch seines Sohnes Charles, bevor dieser seine neue Stellung in Leipzig angetreten hat. Zurückgezogenes Leben der Familie T. Absicht, im Winter nach Paris zu reisen. Bitte um Neuigkeiten.;"Francq, Félix, baron de; Théis, Charles Constant de; Drais, Pierre (Vertrauensmann der CdS)";"n/a; http://d-nb.info/gnd/117624365; http://d-nb.info/gnd/1188442287";"n/a; http://viaf.org/viaf/794527; http://viaf.org/viaf/24156073846353862446";"Leipzig; Mainz";"https://www.geonames.org/2879139; https://www.geonames.org/2874225";Alter/Jugend;;;Schloss Dyck;(https://constance-de-salm.de/archiv/#/document/6017);"CdS-b1-086w-0.jpg (CdS/17/235); CdS-b1-086w-1.jpg (CdS/17/236)";CdS/17/235-236. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/10898.
10644;CdS-b1-086y;26.08.2021 10:44;Brief;https://constance-de-salm.de/archiv/#/document/10900;CdS/17/239;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;1838-01-01;;Paris;https://www.geonames.org/2988507;;;Abschrift;vollständig;;1;"Je m’inquiète de n’avoir point de tes nouvelles, cher frère; ";Bitte um Nachrichten. Interesse der Madame François. Brief des Ladoucette. Gesundheitszustand der CdS. Genesung des Félix, seine Freude am Tanz. Erhalt eines Briefs von Charles.;"Francq, Félix, baron de; Théis, Charles Constant de; Ladoucette, Jean Charles François, baron de; Français, Madame";"n/a; http://d-nb.info/gnd/117624365; http://d-nb.info/gnd/116643919; n/a";"n/a; http://viaf.org/viaf/794527; http://viaf.org/viaf/89245444; n/a";;;;;;Schloss Dyck;;CdS-b1-086y-0.jpg (CdS/17/239);CdS/17/239. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/10900.
5534;CdS-b1-086z;26.08.2021 10:44;Brief;https://constance-de-salm.de/archiv/#/document/10901;CdS/17/242-243;Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1838-04-07;;Aventure / L'Aventure (Schloss), Gde. Chauny;https://www.geonames.org/3025860;;;Abschrift;vollständig;;2;Chère sœur, tu étais étonnée, dis-tu, de ne recevoir pas de mes nouvelles;Warten auf Neuigkeiten von CdS. Ts Sehschwäche. Schmerzen. Er kann weder lesen noch schreiben. Hoffnung auf ein Zusammentreffen mit CdS in Paris. Harter Winter.;;;;;;;;;Schloss Dyck;(https://constance-de-salm.de/archiv/#/document/6018);"CdS-b1-086z-0.jpg (CdS/17/242); CdS-b1-086z-1.jpg (CdS/17/243)";CdS/17/242-243. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/10901.
9363;CdS-b1-0870;26.08.2021 10:44;Brief;https://constance-de-salm.de/archiv/#/document/10902;CdS/17/243-244;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;1838-05-25;;Paris;https://www.geonames.org/2988507;;;Abschrift;vollständig;;3;Je n’entends pas parler de toi, cher frère, tu attends que je te donne de mes nouvelles ;Lange keine Nachrichten von T. CdS' Ankunft in Paris, ihre gesundheitlichen Beschwerden (Koliken). Beharrliche Weigerung, den Ratschlägen der Ärzte Folge zu leisten. Augenleiden des T. Tägliche Hilfe durch Joséphine. Zufriedenheit, die Joséphines Anwesenheit ihren Eltern verschafft. Spezifisch weibliche Fähigkeit, ihr Umfeld glücklich zu machen. Verweis auf eine frühere frauenfeindliche Äußerung des T. Wunsch der CdS, zumindest einer ihrer Enkel sei ebenfalls eine Frau. Bitte um Neuigkeiten, vor allem von Charles. Begegnungen mit [T.s Schwager] Saint-Mars. Hoffnung auf ein vertrauliches Gespräch mit T. in Paris. Traurige Erinnerungen während des Aufenthalts in Aachen [wo wenige Jahre zuvor Constant verstorben ist]. Diktat dieses Briefs an Drais.;"Francq, Félix, baron de; Francq, Constant de; Francq, Alexandre de; Théis, Charles Constant de; Drais, Pierre (Vertrauensmann der CdS); Saint-Mars, général vicomte de (Bruder der Schwägerin der CdS); Théis, Joséphine de, verh. Saint-Cricq, gen. Finette";"n/a; n/a; n/a; http://d-nb.info/gnd/117624365; http://d-nb.info/gnd/1188442287; n/a; n/a";"n/a; n/a; n/a; http://viaf.org/viaf/794527; http://viaf.org/viaf/24156073846353862446; n/a; n/a";Aachen;https://www.geonames.org/3247449;"Emanzipation/Frau; Medizin/ Impfung";;;Schloss Dyck;;"CdS-b1-0870-0.jpg (CdS/17/243); CdS-b1-0870-1.jpg (CdS/17/244)";CdS/17/243-244. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/10902.
10639;CdS-b1-085t;26.08.2021 10:44;Brief;https://constance-de-salm.de/archiv/#/document/10859;CdS/26/175-176;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;Duval, Amaury, eigentl. Charles-Alexandre-Amaury Pineux;http://d-nb.info/gnd/116258659;http://viaf.org/viaf/59072566;1838-06-07;;;;;;Abschrift;vollständig;;2;Après que vous avez été parti hier, Monsieur et ancien ami, j’ai pensé que j'avais oublié;Bitte, Guyet nach dem ggf. benötigten Brief zu fragen. Wunsch, mit Alexandre Duval und ihm einen Termin für gemeinsames Abendessen zu finden. Einladung gilt auch für dessen Tochter und Guyet. Überwiegend pietistische Minister in Preußen. Rat, darüber nicht im „Courrier français“ zu berichten, damit er dort nicht verboten wird.;"Duval, Alexandre, eigentl. Alexandre-Vincent Pineux; Guyet, Isidore; Pineux-Duval, Mademoiselle (Tochter von Alexandre Duval)";"http://d-nb.info/gnd/104201088; n/a; n/a";"http://viaf.org/viaf/100176929; http://viaf.org/viaf/56961251; n/a";;;Pressefreiheit/Zensur;;;Schloss Dyck;(https://constance-de-salm.de/archiv/#/document/7917);"CdS-b1-085t-0.jpg (CdS/26/175); CdS-b1-085t-1.jpg (CdS/26/176)";CdS/26/175-176. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/10859.
8084;CdS-b1-0872;26.08.2021 10:44;Brief;https://constance-de-salm.de/archiv/#/document/10904;CdS/17/254-255;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;1838-08-11;;Dyck (Schloss), Gde. Jüchen;https://www.geonames.org/2894637;;;Abschrift;vollständig;;2;Je n’entends point parler de toi, cher frère, je pensais que tu m’écrirais un mot ;Bedauern über ausbleibende Briefe des T. Dessen Reise nach Leipzig [zu seinem Sohn Charles]. Ankunft der CdS und SRDs in Paris nach beschwerlicher Reise. Bitte um Berichte aus Leipzig. Gesundheit der Ehefrau des T. Grüße. PS: Grüße auch von SRD. Bedauern, dass T. keinen Zwischenhalt in Dyck eingelegt hat. Félix’ Gesundheit.;"Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD); Francq, Félix, baron de; Théis, Anne Marguerite de, geb. de Saint-Mars (Frau des Bruders der CdS); Théis, Joséphine de, verh. Saint-Cricq, gen. Finette";"http://d-nb.info/gnd/1159074453; n/a; n/a; n/a";"http://viaf.org/viaf/1847152636116120051820; n/a; n/a; n/a";Leipzig;https://www.geonames.org/2879139;"Deutschland - Wahrnehmung; Reise/Mobilität";;;Schloss Dyck;;"CdS-b1-0872-0.jpg (CdS/17/254); CdS-b1-0872-1.jpg (CdS/17/255)";CdS/17/254-255. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/10904.
10642;CdS-b1-0873;26.08.2021 10:44;Brief;https://constance-de-salm.de/archiv/#/document/10905;CdS/17/255-256;Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1838-08-31;;Aventure / L'Aventure (Schloss), Gde. Chauny;https://www.geonames.org/3025860;;;Abschrift;vollständig;;3;Enfin, chère sœur, nous voilà revenus au gîte, après avoir fait un cercle ;"Rückkehr nach Aventure nach siebenwöchiger Reise. Stürmische Überfahrt; bei der sie seekrank geworden sind. Einfahren in die Elbe. Aufenthalt in Hamburg; Weiterreise nach Magdeburg, über Ludwigslust. Ankunft in Leipzig nach drei Tagen. Charles' Freude über ihren Besuch. Geschlossene Kreise; kein Kontakt zu den Einwohnern der Stadt. Zweiwöchiger Aufenthalt. Rückreise mit Charles nach Frankfurt. Charles Rückreise nach Leipzig; ihre Weiterreise nach Frankreich. Freude über die Rückkehr nach Frankreich. Schwermut der Deutschen. Gebildete Deutsche. Schwäche der CdS nach Reise. T. hätte sie gern in Dyck besucht. Gesundheitliches Wohlergehen seiner Frau.";"Théis, Charles Constant de; Hugo, Victor; Kock, Paul de; Théis, Anne Marguerite de, geb. de Saint-Mars (Frau des Bruders der CdS)";"http://d-nb.info/gnd/117624365; http://d-nb.info/gnd/118554654; http://d-nb.info/gnd/116273739; n/a";"http://viaf.org/viaf/794527; http://viaf.org/viaf/9847974; http://viaf.org/viaf/100183137; n/a";"Frankfurt; Metz; Leipzig; Mainz; Hamburg; Magdeburg; Ludwigslust";"https://www.geonames.org/2925533; https://www.geonames.org/2994160; https://www.geonames.org/2879139; https://www.geonames.org/2874225; https://www.geonames.org/2911298; https://www.geonames.org/2874545; https://www.geonames.org/2875343";"Deutschland - Wahrnehmung; Reise/Mobilität";;;Schloss Dyck;(https://constance-de-salm.de/archiv/#/document/6022);"CdS-b1-0873-0.jpg (CdS/17/255); CdS-b1-0873-1.jpg (CdS/17/256)";CdS/17/255-256. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/10905.
5547;CdS-b1-0874;26.08.2021 10:44;Brief;https://constance-de-salm.de/archiv/#/document/10906;CdS/17/257-259;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;1838-09-19;;Dyck (Schloss), Gde. Jüchen;https://www.geonames.org/2894637;;;Abschrift;vollständig;;5;J’ai enfin reçu ta lettre, cher frère, et je suis charmée de te savoir chez toi, et en bonne santé. ;Rückkehr des T. nach Aventure. Skepsis der CdS gegenüber dem Reisen im Dampfschiff. CdS’ Abneigung gegen das Reisen als solches. T.s kritische Beobachtungen über die Deutschen. CdS’ Zufriedenheit, weil sie sich nun in ihrer Abneigung des Deutschen von T. besser verstanden fühlt. Vorwurf an T., er habe CdS zu lange ohne Nachricht von sich gelassen. Genesung der CdS von ihrer Krankheit. Krankheit als Folge ihrer Trauer um Constant. Wohlergehen der Enkel. Besucher auf Schloss Dyck. Rückkehr nach Paris im Herbst, gemeinsam mit SRD. Dort Treffen mit T.? [Fortsetzung 1838-10-14:] Beschwerden in der Hand. Frühere Abreise nach Paris als geplant. Félix’ Jurastudium. CdS’ Feier zum 71. Geburtstag, wenige Wochen vor T.s 73. Geburtstag. PS: Missverständnis zwischen T. und CdS.;"Francq, Félix, baron de; Novakowsky, Victorine de, geb. Chomereau; Francq, Constant de; Francq, Alexandre de; Chomereau, Madame (Cousine von Minette)";"n/a; n/a; n/a; n/a; n/a";"n/a; n/a; n/a; n/a; n/a";;;"Deutschland - Wahrnehmung; Reise/Mobilität; Technik/Fortschritt";;Madame Nowakowski ist die Tochter der Madame Chomereau und somit die Enkelin der Tante der CdS. ;Schloss Dyck;;"CdS-b1-0874-0.jpg (CdS/17/257); CdS-b1-0874-1.jpg (CdS/17/258); CdS-b1-0874-2.jpg (CdS/17/259)";CdS/17/257-259. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/10906.
6818;CdS-b1-0876;26.08.2021 10:44;Brief;https://constance-de-salm.de/archiv/#/document/10908;CdS/17/260-261;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;1838-10-21;;Dyck (Schloss), Gde. Jüchen;https://www.geonames.org/2894637;;;Abschrift;vollständig;;3;Les temps horribles que nous venons d’avoir, cher frère, m’ont rendu tous mes vieux maux ;Schlechtes Wetter und gesundheitliche Beschwerden. Wunsch nach Gespräch mit T. Abreise mit SRD und Félix nach Paris am 8. November. [Fortsetzung 1838-10-29:] Ständige Missverständnisse zwischen T. und CdS. Suche nach Gründen. Wunsch nach mündlicher Aussprache und Wiedergewinn der Harmonie zwischen T. und CdS.;"Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD); Francq, Félix, baron de";"http://d-nb.info/gnd/1159074453; n/a";"http://viaf.org/viaf/1847152636116120051820; n/a";;;Freundschaft;;;Schloss Dyck;;"CdS-b1-0876-0.jpg (CdS/17/260); CdS-b1-0876-1.jpg (CdS/17/261)";CdS/17/260-261. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/10908.
