FuD_Key;Verfasser;Verfasser_GND;Verfasser_VIAF;Empfaenger;Empfaenger_GND;Empfaenger_VIAF;Datierung;Datierung_alt;Ausstellungs_Ort;Ort_long;Ort_lat;Ausstellungsort_Geonames;Vorlage;Vollstaendigkeit;Erlaeuterung_Unvollstaendigkeit;Seiten;Anfang_Brief;Inhalt_Stichpunkte;Weitere_Personen;Weitere_Personen_GND;Weitere_Personen_VIAF;Orte;Orte_Geonames;Schlagwoerter;Editionen;Vermerk;Bestand;Verweise;Digitalisate_Signatur;Hand_Nr;Verfasser_1_Gender;Verfasser_2_Gender;Empfaenger_Gender;URL;Nr;sentiments;Austellungsort_Geonames;Austellungsort_Koordinaten
CdS-b1-07v8;Martini, Jean Paul Égide, eigentl. Johann Paul Ägidius Martin bzw. Schwarzendorf;http://d-nb.info/gnd/120252805;http://viaf.org/viaf/19866122;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;;;;;;;;vollständig;;2;Madame, vous devez avoir reçu une lettre précédente à ma première;"Einzelheiten zum Fortschritt der Renovierungsarbeiten im Pariser Haus der CdS. Verschiedenes (Reisepläne Napoleons; Rat an CdS, nicht ihre Pferde nach Paris mitzubringen etc.).";Napoléon Ier Bonaparte, Kaiser der Franzosen;http://d-nb.info/gnd/118586408;http://viaf.org/viaf/106964661;;;"Wohnen/Haushalt; Tier/Haustier";;Anfangssatz leicht verschieden vom Original: Madame, vous devez avoir reçu de moi une lettre précédente à ma première;Schloss Dyck;(https://constance-de-salm.de/archiv/#/document/3827);"CdS-b1-07v8-0.jpg (CdS/19/015); CdS-b1-07v8-1.jpg (CdS/19/016)";main4;Female;;Female;https://constance-de-salm.de/archiv/#/document/10473;CdS/19/015-016;positif;;
CdS-b1-07vz;Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1807-07-25;Unterschiedliche Daten in Original und Abschrift.;;;;;;vollständig;;4;Enfin, chère sœur, nos lettres ne sont plus croisées, après l’avoir été régulièrement;"Enfin, chère sœur, nos lettres ne sont plus croisées, après l’avoir été régulièrement ; Ihre Briefe haben sich überkreuzt. CdS’ Abreise aus Dyck früher als geplant. Feiern anlässlich des Friedens von Tilsit. Brief eines Bekannten aus Tilsit. Brief eines weiteren Bekannten, der sich derzeit in Polen aufhält. Dessen amouröse Abenteuer. Bitte um Diskretion. Gesundheit der Mutter. Gesundheit und Aussehen seiner Kinder Adolphe, Charles und Joséphine. Hitzewelle. Episode Adolphe. CdS’ Reise nach Kleve und Geldern, die beide nicht zu den Niederlanden gehören. Die Niederlande aus französischer Sicht. Zitat des ehemaligen französischen Botschafters. Ts Erfahrungen aus dem Elsass, das ihm deutsch erscheint trotz seiner Zugehörigkeit zu Frankreich. Sprache als ausschlaggebendes Kriterium. Grüße an Minette und SRD.";"Théis, Charles Constant de; Desbranches, Monsieur; Théis, Adolphe de; Théis, Anne Marie de, geb. Quillau (Mutter der CdS); Quelen de la Vauguyon, Paul François de ; Théis, Anne Marguerite de, geb. de Saint-Mars (Frau des Bruders der CdS); Théis, Joséphine de, verh. Saint-Cricq, gen. Finette";"http://d-nb.info/gnd/117624365; n/a; n/a; n/a; http://d-nb.info/gnd/104269049; n/a; n/a";"http://viaf.org/viaf/794527; n/a; n/a; n/a; http://viaf.org/viaf/24870687; n/a; n/a";"Warschau; Polen; Kleve; Danzig = Gdansk, Polen; Geldern ; Elsass; Tilsit = Sowetzk, Russland";"https://www.geonames.org/756135; https://www.geonames.org/798544; https://www.geonames.org/2887835; https://www.geonames.org/3099434; https://www.geonames.org/2755634; https://www.geonames.org/3038032; https://www.geonames.org/490068";"Krieg/Konflikt; Deutschland - Wahrnehmung; Sprachen/-unterricht";;;Schloss Dyck;Original: CdS/71/026-028(https://constance-de-salm.de/archiv/#/document/9913);"CdS-b1-07vz-0.jpg (CdS/16/001); CdS-b1-07vz-1.jpg (CdS/16/002); CdS-b1-07vz-2.jpg (CdS/16/003)";main1;Male;Male;Female;https://constance-de-salm.de/archiv/#/document/10500;CdS/16/001-003;négatif;;
CdS-b1-07wz;Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1822-02-21;;Laon;3.62714;49.5631;;;vollständig;;4;"Chère bonne soeur, tu trouves qu'il y a longtems que je ne t'ai écrit; je le pense de même";Begründung für längeres Schweigen. Der noch in Paris weilende Präfekt (Floriac) hat die Erhebung an T. delegiert. Positiver erster Eindruck vom Präfekten anhand von Berichten und Briefen. Ruhige Lage. Eifersucht des ehemaligen Präfekten „M. de T.“[Talleyrand], dadurch hat er nie Arbeit an T. delegiert: Überraschung [des Floriac], dass T. keine Sous-Präfektur erhalten hat. T. möchte jedoch eine solche Stelle vermeiden. Ts Bedauern, dass er momentan nicht nach Aventure fahren kann. Angenehmer Aufenthalt der CdS in Aachen. Ausflug der CdS nach Liedberg zeigt, dass sie ihre Kräfte wiedererlangt. Rat zu Spaziergängen in der Umgebung von Aachen. Versprechen, CdS Ailhaud-Puder zu schicken. Verständnis, dass eine Reise nach Paris bei CdS traurige Erinnerungen wecken wird, aber Überzeugung, dass ihr die Rückkehr nach Paris guttun wird und Abwechslung bringt. SRDs und damit auch CdS‘ Platz ist in Dyck. Wohlergehen von Ts Familie. Aufsehenerregende Veröffentlichung eines Comte de Sade.;"Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD); Talleyrand-Périgord, Alexandre Daniel de; Floirac, Jacques-Étienne de La Grange-Gourdon, comte de; Sade, Xavier, comte de; Nicolaï, Scipion, marquis de";"http://d-nb.info/gnd/1159074453; http://d-nb.info/gnd/1117477460; http://d-nb.info/gnd/1031748733; n/a; n/a";"http://viaf.org/viaf/1847152636116120051820; http://viaf.org/viaf/7806147872020575170001; http://viaf.org/viaf/215034736; https://viaf.org/viaf/265117057; n/a";"Aachen; Dyck (Schloss), Gde. Jüchen; Paris; Liedberg; Aventure / L'Aventure (Schloss), Gde. Chauny";"https://www.geonames.org/3247449; https://www.geonames.org/2894637; https://www.geonames.org/2988507; https://www.geonames.org/2877878; https://www.geonames.org/3025860";"Karriere/-förderung; Literarisches Geschehen/Neuerscheinung";;;Schloss Dyck;Original: C04/S29/016-018(https://constance-de-salm.de/archiv/#/document/5879);"CdS-b1-07wz-0.jpg (CdS/16/025); CdS-b1-07wz-1.jpg (CdS/16/026); CdS-b1-07wz-2.jpg (CdS/16/027)";main1;Male;Male;Female;https://constance-de-salm.de/archiv/#/document/10536;CdS/16/025-027;positif;https://www.geonames.org/3007477;49.5631, 3.62714
CdS-b1-07wn;Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1821-12-06;;Laon;3.62714;49.5631;;;vollständig;;4;Chère bonne soeur, j'ai reçu ta lettre, il y a déjà huit jours, et, pour y répondre, j'ai attendu;Rat des Saint-Mars, dem König sein Buch („Polyclète“) persönlich zu überreichen, aber T. bevorzugt, einen Brief zu schreiben, den Saint-Mars weiterleiten wird. Lob seines Buches durch den Duc d'Orléans [Louis Philippe] und den Duc de Richelieu und deren Versicherung, dass der König das Buch gerade liest. Daraufhin Vorstellung des Adolphe de Théis beim König. Kritik der CdS an seinem Schreibstil, der aber laut T. allgemein gefällt. Erhalt von Briefen der Freunde der CdS (Langlès und Duval, den T. bevorzugt). Keine Antwort von Lemontey und Barbier. Aussage der CdS, dass sie ihm nicht helfen kann, da ihre Freunde nun wichtige Personen geworden sind. Ts Zustimmung. Fehlender Nutzen solcher Vorgehensweisen. Sein Buch muss sich nun alleine behaupten. Unwichtigkeit eines Adelstitels in Frankreich anders als in Deutschland (CdS hat sich schon angepasst). Einzelheiten zur Titelnennung bei der Vorstellung von Personen. Unzufriedenheit der CdS mit einem Brief des T. zum Thema Scheidung, den er in der Hitze des Moments verfasst hat. Bevorstehender Geburtstag der CdS und der Brauch, dies zu feiern. Ähnlichkeit der früher so unterschiedlichen Provinzen.;"Barbier, Antoine-Alexandre; Duval, Amaury, eigentl. Charles-Alexandre-Amaury Pineux; Langlès, Louis-Mathieu; Lémontey, Pierre-Édouard; Richelieu, Armand Emmanuel du Plessis, duc de; Théis, Adolphe de; Louis XVIII, König von Frankreich; Louis-Philippe Ier, König der Franzosen; Saint-Mars, Monsieur de";"http://d-nb.info/gnd/116051795; http://d-nb.info/gnd/116258659; http://d-nb.info/gnd/116725087; http://d-nb.info/gnd/115628037; http://d-nb.info/gnd/119006200; n/a; http://d-nb.info/gnd/118780743; http://d-nb.info/gnd/11864064X; n/a";"http://viaf.org/viaf/7386511; http://viaf.org/viaf/59072566; http://viaf.org/viaf/32118316; http://viaf.org/viaf/49257739; http://viaf.org/viaf/56652282; n/a; http://viaf.org/viaf/84035484; http://viaf.org/viaf/55392984; n/a";;;"Adel; Briefpartner/Werk";;;Schloss Dyck;Original: C04/S29/005-007(https://constance-de-salm.de/archiv/#/document/5876);"CdS-b1-07wn-0.jpg (CdS/16/013); CdS-b1-07wn-1.jpg (CdS/16/014); CdS-b1-07wn-2.jpg (CdS/16/015)";main1;Male;Male;Female;https://constance-de-salm.de/archiv/#/document/10524;CdS/16/013-015;positif;https://www.geonames.org/3007477;49.5631, 3.62714
CdS-b1-07ws;Martini, Jean Paul Égide, eigentl. Johann Paul Ägidius Martin bzw. Schwarzendorf;http://d-nb.info/gnd/120252805;http://viaf.org/viaf/19866122;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;;;;;;;;vollständig;;1;Madame, j'ai fait redemander et j'ai;M. hat das für den Großherzog von Würzburg bestimmte Exemplar seines Te Deum zurückverlangt. Erneut verschobene Gerichtsverhandlung. Besuch bei CdS, sobald diese Angelegenheit geregelt ist.;Habsburg-Toskana, Ferdinand III. Joseph Johann Baptist von,  Großherzog von Würzburg (1806-1814);http://d-nb.info/gnd/118686763;http://viaf.org/viaf/102619573;;;;;;Schloss Dyck;(https://constance-de-salm.de/archiv/#/document/2032);CdS-b1-07ws-0.jpg (CdS/19/064);main4;Female;;Female;https://constance-de-salm.de/archiv/#/document/10529;CdS/19/064;neutral;;
CdS-b1-07wu;Martini, Jean Paul Égide, eigentl. Johann Paul Ägidius Martin bzw. Schwarzendorf;http://d-nb.info/gnd/120252805;http://viaf.org/viaf/19866122;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;;;;;;;;vollständig;;2;Madame, voilà bien longtems que je n'ai pas eu l'honneur;Noch nicht entschiedener Prozess des M. Unmöglichkeit, das Haus zu verlassen, aufgrund seines schlechten Gesundheitszustands. Währenddessen Überlegungen zu einem dritten Werk. Zusammentreffen mit dem Fürstprimas. Erhalt von Zeitungsartikeln über CdS durch Pugnet. Ms Theaterbesuche im Théatre Feydeau. Ms Haustier.;"Pugnet, Monsieur; Kurland, Dorothea von; Dalberg, Karl Theodor Reichsfreiherr von";"n/a; http://d-nb.info/gnd/118680471; http://d-nb.info/gnd/2027787-8";"n/a; http://viaf.org/viaf/5725047; http://viaf.org/viaf/150748353";;;"Briefpartner/Werk; Constance de Salm - Rezeption";;;Schloss Dyck;(https://constance-de-salm.de/archiv/#/document/2034);"CdS-b1-07wu-0.jpg (CdS/19/067); CdS-b1-07wu-1.jpg (CdS/19/068)";main4;Female;;Female;https://constance-de-salm.de/archiv/#/document/10531;CdS/19/067-068;neutral;;
CdS-b1-07wg;Martini, Jean Paul Égide, eigentl. Johann Paul Ägidius Martin bzw. Schwarzendorf;http://d-nb.info/gnd/120252805;http://viaf.org/viaf/19866122;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;;"lundi; [beendet] ce 26.";;;;;;vollständig;;4;Madame, au même instant que j'avais fais mettre ma dernière lettre;"Erkältung Ms. Einzelheiten zu seinen Erbstreitigkeiten mit M. Constant. Gestriges von der Herrschergarde im Bois de Boulogne organisiertes Abendessen für alle in Paris stationierten Regimenter. Trunkenheit der Soldaten und Scharmützel. Mögliche Fahrt Ms nach Aachen. Rat an CdS, nicht die Haushaltsführung zu vereinfachen, die für den großen und würdigen Namen des Hauses ihres Mannes angemessen ist. CdS hat viel erreicht und soll das Leben genießen. Streiche seines Hundes. Bitte um ein Rezept für ein Heilmittel gegen eine Hundekrankheit. Weiter aufgeschobener Ausgang seines Prozesses. Verschiedenes (lächerliche Rede des M. Bouilly; ein dem Tode entkommener Abbé der CdS; ihr Gärtner etc.). M. hat Duval nicht gesehen.";"Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD); Bouilly, Jean-Nicolas; Duval, Monsieur; Francq, Agathe Clémence, baronne de, geb. Pipelet, gen. Minette";"http://d-nb.info/gnd/1159074453; http://d-nb.info/gnd/118864815; n/a; n/a";"http://viaf.org/viaf/1847152636116120051820; http://viaf.org/viaf/56606360; n/a; n/a";;;"Wohnen/Haushalt; Militär; Tier/Haustier";;;Schloss Dyck;(https://constance-de-salm.de/archiv/#/document/2024);"CdS-b1-07wg-0.jpg (CdS/19/054); CdS-b1-07wg-1.jpg (CdS/19/055); CdS-b1-07wg-2.jpg (CdS/19/056)";main4;Female;;Female;https://constance-de-salm.de/archiv/#/document/10517;CdS/19/054-056;négatif;;
CdS-b1-07wb;Martini, Jean Paul Égide, eigentl. Johann Paul Ägidius Martin bzw. Schwarzendorf;http://d-nb.info/gnd/120252805;http://viaf.org/viaf/19866122;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;;;;;;;;vollständig;;2;Madame, je ne sais comme [sic] le tems se passe;Schnell vergehende Zeit und Zeitvertreib Ms (kein Theaterbesuch mehr, nur Abendessen). Versprechen, bald Langlès zu besuchen, um Besuch der CdS anzukündigen. Erkrankter Hund des M. Ausbleibende Antwort auf seinen Brief an den Generalvikar und auf die Zusendung seiner Messe an den Präfekten. Klage Constants gegen M. bei Gericht. Guter Gesundheitszustand Ms.;"Langlès, Louis-Mathieu; Ladoucette, Jean Charles François, baron de";"http://d-nb.info/gnd/116725087; http://d-nb.info/gnd/116643919";"http://viaf.org/viaf/32118316; http://viaf.org/viaf/89245444";;;"Tier/Haustier; Musik";;;Schloss Dyck;(https://constance-de-salm.de/archiv/#/document/2017);"CdS-b1-07wb-0.jpg (CdS/19/047); CdS-b1-07wb-1.jpg (CdS/19/048)";main4;Female;;Female;https://constance-de-salm.de/archiv/#/document/10512;CdS/19/047-048;neutral;;
CdS-b1-07vr;Martini, Jean Paul Égide, eigentl. Johann Paul Ägidius Martin bzw. Schwarzendorf;http://d-nb.info/gnd/120252805;http://viaf.org/viaf/19866122;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;;;;;;;;vollständig;;1;Madame, j'ai donc été à Boulogne entendre la messe;Teilnahme an einer Messe im Bois de Boulogne, bei der auch sein „Domine” aufgeführt wurde. Kosten der Veranstaltung. Morgiges Abendessen bei Langlès. Gäste bei M. Hoffnung, bis zum Ende des Monats auszukommen, ohne Pugnet um Geld bitten zu müssen. Ernährung der CdS. Grüße an Minette und SRD.;"Langlès, Louis-Mathieu; Pugnet, Monsieur";"http://d-nb.info/gnd/116725087; n/a";"http://viaf.org/viaf/32118316; n/a";;;;;;Schloss Dyck;(https://constance-de-salm.de/archiv/#/document/2334);CdS-b1-07vr-0.jpg (CdS/19/026);main4;Female;;Female;https://constance-de-salm.de/archiv/#/document/10492;CdS/19/026;neutral;;
CdS-b1-07w4;Martini, Jean Paul Égide, eigentl. Johann Paul Ägidius Martin bzw. Schwarzendorf;http://d-nb.info/gnd/120252805;http://viaf.org/viaf/19866122;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;;;;;;;;vollständig;;1;Madame, voici une nouvelle copie de la lettre en question.;Zusendung einer Briefabschrift. Ankündigung eines längeren Briefs nach einigen Tagen auf dem Land bei dem Comte de Treilhard.;Treilhard, Jean-Baptiste, comte de;http://d-nb.info/gnd/11740893X;http://viaf.org/viaf/24650840;;;;;;Schloss Dyck;(https://constance-de-salm.de/archiv/#/document/2046);CdS-b1-07w4-0.jpg (CdS/19/037);main4;Female;;Female;https://constance-de-salm.de/archiv/#/document/10505;CdS/19/037;positif;;
CdS-b1-07y6;Martini, Jean Paul Égide, eigentl. Johann Paul Ägidius Martin bzw. Schwarzendorf;http://d-nb.info/gnd/120252805;http://viaf.org/viaf/19866122;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;;0000-11-02 [Fortsetzung];;;;;;vollständig;;2;Madame, je me lève à 7 heures pour répondre à la;Antwort auf Brief der CdS, den sie in erregtem Zustand geschrieben hat. Ms gestriges Abendessen bei Lefaivre mit 15 Personen. Dortiges Gespräch über Mlle Raoul. Laut Montay [=Lémontey?] war es ein Fehler, dass Duval Mlle Raoul in den Zeitungen geantwortet hat. M. hat bei einem anderen Abendessen mit Langlès über diese Angelegenheit gesprochen. Unnötige Sorgen der CdS. Mlle Raoul wird eine Schrift über einen angeblichen Diebstahl veröffentlichen. Meinung des Langlès: Es reicht aus, wenn Alexandre Duval antwortet, CdS soll sich nicht kompromittieren. Vertrauliches Gespräch zwischen M. und Langlès. Unentschiedene Reisepläne der CdS. Kaltes Wetter in Brüssel. Bevorstehende Ankunft des Kaisers.;"Duval, Alexandre, eigentl. Alexandre-Vincent Pineux; Langlès, Louis-Mathieu; Napoléon Ier Bonaparte, Kaiser der Franzosen; Lémontey, Pierre-Édouard; Lefaivre (oder Lefèvre ?), Monsieur; Raoul, Fanny";"http://d-nb.info/gnd/104201088; http://d-nb.info/gnd/116725087; http://d-nb.info/gnd/118586408; http://d-nb.info/gnd/115628037; n/a; http://d-nb.info/gnd/1059793660";"http://viaf.org/viaf/100176929; http://viaf.org/viaf/32118316; http://viaf.org/viaf/106964661; http://viaf.org/viaf/49257739; n/a; http://viaf.org/viaf/41950283";;;"Constance de Salm - Rezeption; Literarisches Geschehen/Neuerscheinung; Plagiat";;;Schloss Dyck;(https://constance-de-salm.de/archiv/#/document/3864);"CdS-b1-07y6-0.jpg (CdS/19/130); CdS-b1-07y6-1.jpg (CdS/19/131)";main4;Female;;Female;https://constance-de-salm.de/archiv/#/document/10579;CdS/19/130-131;neutral;;
CdS-b1-07y8;Martini, Jean Paul Égide, eigentl. Johann Paul Ägidius Martin bzw. Schwarzendorf;http://d-nb.info/gnd/120252805;http://viaf.org/viaf/19866122;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1814-07-30;;;;;;;vollständig;;2;Madame, vous désirez que je prenne du grand papier pour vous mander;Wenig Neuigkeiten, daher Schwierigkeiten, einen langen Brief an CdS zu schreiben. Zwischenfall auf Reiseroute der CdS. Ankündigung von Briefen von Langlès und Ponce. Bevorstehende Reformen des Konservatoriums: M. des Entelles als Intendant und M. de la Ferté als allgemeiner Beauftragter („Commissaire général”). M. behält seine Wohnung. Hoffnung, dass die Tanzschule abgeschafft wird. Noch nicht abgeschlossene Neuorganisation der Musik des Königs. Der Duc de Pienne kümmert sich um nichts, der Duc de Fleury ist noch in England. Vorschläge des Lesueur zur Neuorganisation der Musik. Überzeugung Ms, dass der Duc de Fleury Lesueur entlassen wird. Ms Arbeiten an Psalmen für ein Orchester. Kein Zusammentreffen mit dem Ehepaar Francq seit Abreise der CdS. M. geht nur selten in die Tuilerien oder zum Faubourg St. Honoré, denn die betreffenden Personen haben viel zu tun. Trotz zweier Gerichtsurteile erfüllt Le Duc nicht Ms Forderungen.;;;;;;"Karriere/-förderung; Musik";;;Schloss Dyck;(https://constance-de-salm.de/archiv/#/document/3862);"CdS-b1-07y8-0.jpg (CdS/19/132); CdS-b1-07y8-1.jpg (CdS/19/133)";main4;Female;;Female;https://constance-de-salm.de/archiv/#/document/10581;CdS/19/132-133;positif;;
CdS-b1-07yd;Martini, Jean Paul Égide, eigentl. Johann Paul Ägidius Martin bzw. Schwarzendorf;http://d-nb.info/gnd/120252805;http://viaf.org/viaf/19866122;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;;;;;;;;vollständig;;2;Madame, j'ai reçu dans le temps votre bonne et grande lettre.;Erhalt eines Briefs der CdS und nach Lektüre wunschgemäße Weiterleitung an Drais, der ihn ihr wieder zurückschickt. Unmöglichkeit für M., Drais oder das Ehepaar Francq zu besuchen, aufgrund seiner vielen Beschäftigungen. Neuorganisation der Kapelle, und dadurch hat M. viele Besucher und viele Briefe zu schreiben. Zufriedenheit des Hofes mit Arbeit des M. Erfolglose Versuche, M. Steine in den Weg zu legen. Die Gruppe um Lesueur ist vernichtet. Zufriedenheit Ms mit seiner Arbeit (76 lateinische Stücke, ein großer Chor etc.). M. wurde angekündigt, dass er mit dem „Ordre royal de Saint Michel” ausgezeichnet wird. M. Pissot ist beleidigt und hat M. noch nicht sein monatliches Geld gebracht. Der König kann noch nicht zahlen. Sorgen der CdS um ihre Finanzen, aber Meinung des M., dass sie in einer glücklichen Lage sei. CdS lebt nun unter dem preußischen König (vielleicht höhere Steuerzahlungen, aber davon stirbt man nicht).M. hat CdS von Pissot befreit, der ihr sehr zugetan war. Ms Geschwätzigkeit. Bald wird er 74.;"Lesueur, Jean-François; Drais, Pierre (Vertrauensmann der CdS); Friedrich Wilhelm III., König von Preußen; Louis XVI, König von Frankreich; Pissot, Monsieur";"http://d-nb.info/gnd/118572148; http://d-nb.info/gnd/1188442287; http://d-nb.info/gnd/118535986; http://d-nb.info/gnd/118574949; n/a";"http://viaf.org/viaf/9945810; http://viaf.org/viaf/24156073846353862446; http://viaf.org/viaf/774683; http://viaf.org/viaf/212882453; n/a";;;"1814/1815; Karriere/-förderung; Deutschland - Politik; Wirtschaft/Finanzen; Musik";;Anfangssatz im Original: Madame, j'ai reçu dans le tems [sic] votre bonne et grande lettre.;Schloss Dyck;(https://constance-de-salm.de/archiv/#/document/3854);"CdS-b1-07yd-0.jpg (CdS/19/143); CdS-b1-07yd-1.jpg (CdS/19/144)";main4;Female;;Female;https://constance-de-salm.de/archiv/#/document/10586;CdS/19/143-144;positif;;
CdS-b1-07xu;Martini, Jean Paul Égide, eigentl. Johann Paul Ägidius Martin bzw. Schwarzendorf;http://d-nb.info/gnd/120252805;http://viaf.org/viaf/19866122;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;;"lundi; [beendet] 26";;;;;;vollständig;;3;Madame, je réponds sur le champ à votre lettre que;Bedauern über lange Abwesenheit der CdS. Hoffnung, CdS nächstes Jahr in Dyck besuchen zu können. Aufführung der Totenmesse des M. Verspäteter Druck des Werkes. Dadurch Besuch eines Gerichtsvollziehers bei Le Duc. Händezittern des M. genauso wie der CdS bei Niederschrift von Briefen. Zusammentreffen mit dem Bruder der CdS und Adolphe. Gewitter im Rheinland. Nach seinem Tode bei Grétry aufgefundene lückenhafte Totenmesse. Geplante Hommage an Grétry (Aufführung in der Oper, Künstler und Kostenübernahme des Théâtre Feydeau) und verschiedene Vorschläge (Jommelli, Mozart). Auf Nachfrage erfährt M., dass nicht das Théâtre Feydeau, sondern gegebenenfalls die Familie für eine solche Feierlichkeit zuständig wäre.;"Napoléon Ier Bonaparte, Kaiser der Franzosen; Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS); Cherubini, Luigi; Théis, Adolphe de; Jommelli, Niccolò; Mozart, Wolfgang Amadeus; Grétry, André-Ernest-Modeste; Leduc, A. (Verleger)";"http://d-nb.info/gnd/118586408; http://d-nb.info/gnd/120564734; http://d-nb.info/gnd/118520377; n/a; http://d-nb.info/gnd/11871290X; http://d-nb.info/gnd/118584596; http://d-nb.info/gnd/118542079; http://d-nb.info/gnd/143211331";"http://viaf.org/viaf/106964661; http://viaf.org/viaf/32148970; http://viaf.org/viaf/88663809; n/a; http://viaf.org/viaf/66652159; http://viaf.org/viaf/32197206; http://viaf.org/viaf/51884495; http://viaf.org/viaf/74118222";;;Musik;;;Schloss Dyck;(https://constance-de-salm.de/archiv/#/document/3848);"CdS-b1-07xu-0.jpg (CdS/19/111); CdS-b1-07xu-1.jpg (CdS/19/112)";main4;Female;;Female;https://constance-de-salm.de/archiv/#/document/10567;CdS/19/111-112;neutral;;
CdS-b1-07xp;Martini, Jean Paul Égide, eigentl. Johann Paul Ägidius Martin bzw. Schwarzendorf;http://d-nb.info/gnd/120252805;http://viaf.org/viaf/19866122;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;;"dimanche; mardi 0000-07-27 [beendet]";;;;;;vollständig;;3;Madame, j'ai tardé si longtemps à vous donner de mes nouvelles dans l'attente de recevoir d'ordre de S.E. le ministre de la guerre;Zusage vom Kriegsminister für seine „messe des morts”. Martini zögert dennoch, die Sache öffentlich zu machen und sein Stück in hoher Auflage drucken zu lassen, da noch andere Personen eine Zusage bekommen haben (Ségur und Tabariés). Erhalt des Briefs von CdS. Hat die Partitur der „Sapho“ an G.C. geschickt, jedoch bislang keine Reaktion darauf erhalten. Unhöflichkeit und Unwürdigkeit desselben, der die guten Sitten des alten Hofs, des Ancien Régime, nicht kennt. M. hat Romanzen geschrieben für Mme la Boucharda?, spätere Mme la baronne d'Esparda und Mme Villemain, spätere baronne Dumas de Pollast?;"Clarke, Henri-Jacques-Guillaume; Ségur, comte de; Tabarié, Michel-Marie-Etienne-Victor, vicomte; Villemain, Madame";"http://d-nb.info/gnd/116530278; n/a; n/a; n/a";"http://viaf.org/viaf/69094194; n/a; http://viaf.org/viaf/306401592; n/a";;;"Constance de Salm - Vermarktung; Briefpartner/Werk; Musik; CdS: Sapho (1794)";;;Schloss Dyck;(https://constance-de-salm.de/archiv/#/document/4152);"CdS-b1-07xp-0.jpg (CdS/19/105); CdS-b1-07xp-1.jpg (CdS/19/106)";main4;Female;;Female;https://constance-de-salm.de/archiv/#/document/10562;CdS/19/105-106;positif;;
CdS-b1-07xb;Martini, Jean Paul Égide, eigentl. Johann Paul Ägidius Martin bzw. Schwarzendorf;http://d-nb.info/gnd/120252805;http://viaf.org/viaf/19866122;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;;;;;;;;vollständig;;1;Madame, à la hâte.;Erhalt der Briefe der CdS und Weiterleitung eines Briefs an M. Mar...;;;;;;;;;Schloss Dyck;(https://constance-de-salm.de/archiv/#/document/2348);CdS-b1-07xb-0.jpg (CdS/19/085);main4;Female;;Female;https://constance-de-salm.de/archiv/#/document/10548;CdS/19/085;neutral;;
